,Measurement Basis,TT,TR,RT,RR
0,H,23490,53885,28907,43538
1,D,64133,6600,84937,3005
2,R,20441,57462,46999,31644
3,V,46496,27701,64247,18870
4,A,5763,74542,4271,62663
5,L,49160,23633,43058,34140
