Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,23490,53885,28907,43538,52397,97423
1,D,64133,6600,84937,3005,149070,9605
2,R,20441,57462,46999,31644,67440,89106
3,V,46496,27701,64247,18870,110743,46571
4,A,5763,74542,4271,62663,10034,137205
5,L,49160,23633,43058,34140,92218,57773
