theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
1.1181939953455196,0,19.02665982406253,31.68094922849449,-23.132587526522496,-28.946102849239676,0.0001,5000
