,Measurement Basis,TT,TR,RT,RR
0,H,70115,6194,80831,6234
1,D,32510,51425,25853,47113
2,R,54933,24018,56559,23901
3,V,5081,81938,6494,59523
4,A,42772,38026,58620,21555
5,L,20150,64389,26778,45373
