,Measurement Basis,TT,TR,RT,RR
0,H,95833,446,134580,1097
1,D,49835,57698,64837,56462
2,R,48653,59743,63427,58529
3,V,260,116468,712,105567
4,A,47242,59858,64177,56195
5,L,48420,58655,64949,55890
