Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,32639,32085,32412,33615,65051,65700
1,D,26741,38271,12237,53922,38978,92193
2,R,66133,1215,56857,7982,122990,9197
3,V,34603,30737,31288,34650,65891,65387
4,A,39445,25306,52570,12128,92015,37434
5,L,1050,62146,7899,58416,8949,120562
