Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,32311,32565,32145,33317,64456,65882
1,D,1147,62046,7433,57965,8580,120011
2,R,40153,25380,52884,12399,93037,37779
3,V,35469,31022,36267,30840,71736,61862
4,A,64759,1200,57495,7529,122254,8729
5,L,26450,38051,12672,53431,39122,91482
