,Measurement Basis,TT,TR,RT,RR
0,H,32311,32565,32145,33317
1,D,1147,62046,7433,57965
2,R,40153,25380,52884,12399
3,V,35469,31022,36267,30840
4,A,64759,1200,57495,7529
5,L,26450,38051,12672,53431
