detector_a_name,detector_b_name,tomography_setting_t,tomography_setting_r,repetition,coincidences,timestamp
9,12,H,H,0,0,2025-05-30--16h-33m-11s-130451
9,11,H,H,0,0,2025-05-30--16h-33m-11s-130451
9,10,H,H,0,0,2025-05-30--16h-33m-11s-130451
11,12,H,H,0,0,2025-05-30--16h-33m-11s-130451
10,12,H,H,0,0,2025-05-30--16h-33m-11s-130451
10,11,H,H,0,0,2025-05-30--16h-33m-11s-130451
1,9,H,H,0,0,2025-05-30--16h-33m-11s-130451
1,12,H,H,0,0,2025-05-30--16h-33m-11s-130451
1,11,H,H,0,0,2025-05-30--16h-33m-11s-130451
1,10,H,H,0,0,2025-05-30--16h-33m-11s-130451
1,4,H,H,0,0,2025-05-30--16h-33m-11s-130451
1,7,H,H,0,0,2025-05-30--16h-33m-11s-130451
1,2,H,H,0,0,2025-05-30--16h-33m-11s-130451
4,9,H,H,0,0,2025-05-30--16h-33m-11s-130451
4,12,H,H,0,0,2025-05-30--16h-33m-11s-130451
4,11,H,H,0,0,2025-05-30--16h-33m-11s-130451
4,10,H,H,0,0,2025-05-30--16h-33m-11s-130451
4,7,H,H,0,0,2025-05-30--16h-33m-11s-130451
7,9,H,H,0,0,2025-05-30--16h-33m-11s-130451
7,12,H,H,0,0,2025-05-30--16h-33m-11s-130451
7,11,H,H,0,0,2025-05-30--16h-33m-11s-130451
7,10,H,H,0,0,2025-05-30--16h-33m-11s-130451
2,9,H,H,0,0,2025-05-30--16h-33m-11s-130451
2,12,H,H,0,0,2025-05-30--16h-33m-11s-130451
2,11,H,H,0,0,2025-05-30--16h-33m-11s-130451
2,10,H,H,0,0,2025-05-30--16h-33m-11s-130451
2,4,H,H,0,0,2025-05-30--16h-33m-11s-130451
2,7,H,H,0,0,2025-05-30--16h-33m-11s-130451
9,12,H,H,1,1,2025-05-30--16h-33m-11s-145006
9,11,H,H,1,0,2025-05-30--16h-33m-11s-145006
9,10,H,H,1,0,2025-05-30--16h-33m-11s-145006
11,12,H,H,1,0,2025-05-30--16h-33m-11s-145006
10,12,H,H,1,0,2025-05-30--16h-33m-11s-145006
10,11,H,H,1,0,2025-05-30--16h-33m-11s-145006
1,9,H,H,1,0,2025-05-30--16h-33m-11s-145006
1,12,H,H,1,0,2025-05-30--16h-33m-11s-145006
1,11,H,H,1,0,2025-05-30--16h-33m-11s-145006
