Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,368,115838,707,95907,1075,211745
1,D,59763,58364,70849,47178,130612,105542
2,R,61364,56341,75129,44835,136493,101176
3,V,116087,514,133185,1186,249272,1700
4,A,57083,59078,67219,49022,124302,108100
5,L,56326,60885,65350,50592,121676,111477
