,Measurement Basis,TT,TR,RT,RR
0,H,20914,57511,24303,47780
1,D,52354,24273,48428,33544
2,R,65324,8700,87844,3956
3,V,50395,24989,68374,18424
4,A,19812,60707,45020,35015
5,L,7268,74937,6509,63153
