,Measurement Basis,TT,TR,RT,RR
0,H,94315,494,131770,1120
1,D,48101,58337,63680,55119
2,R,46241,60468,59488,59733
3,V,276,113519,660,102921
4,A,47893,57204,64724,54744
5,L,49616,56189,66758,53326
