,Measurement Basis,TT,TR,RT,RR
0,H,596,147769,974,124372
1,D,73944,76094,87142,63610
2,R,76538,74072,92254,60806
3,V,148662,1031,168021,1661
4,A,74718,74409,85724,63783
5,L,72663,76649,85917,64347
