angle,singles,coincidences
0.0,6469.0,1184
10.0,13765.0,2764
20.0,18540.0,3811
30.0,20424.0,4351
40.0,17366.0,3627
-94.20335642575972,4078.0,709
-92.20335642575972,5076.0,993
-90.20335642575972,6396.0,1277
-88.20335642575972,8066.0,1541
-86.20335642575972,9089.0,1806
-84.20335642575972,10552.0,2099
-82.20335642575972,11841.0,2369
-80.20335642575972,13426.0,2801
-78.20335642575972,14511.0,2982
-76.20335642575972,15792.0,3251
18.296643574240285,18153.0,3898
23.296643574240285,19536.0,4005
28.296643574240285,20001.0,4263
33.296643574240285,19724.0,4110
