Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,24639,52201,29480,42875,54119,95076
1,D,66283,4294,73587,12093,139870,16387
2,R,45836,28482,74560,10895,120396,39377
3,V,45738,29046,63242,20517,108980,49563
4,A,3545,77711,16463,54346,20008,132057
5,L,24498,53832,15289,55294,39787,109126
