,Measurement Basis,TT,TR,RT,RR
0,H,81526,17679,112536,16706
1,D,57450,47693,53014,63537
2,R,81745,18756,108262,20300
3,V,15025,97735,20068,86860
4,A,38823,69283,76345,44991
5,L,14791,97435,20262,89576
