Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,37902,40728,42715,34505,80617,75233
1,D,44684,32917,34274,42257,78958,75174
2,R,71970,1683,88946,2297,160916,3980
3,V,34264,43953,46742,32227,81006,76180
4,A,27649,52033,55593,25269,83242,77302
5,L,1235,83243,2130,64975,3365,148218
