,Measurement Basis,TT,TR,RT,RR
0,H,14308,67580,15296,57281
1,D,70906,14744,80749,9997
2,R,30125,53612,51224,32662
3,V,71143,14514,82509,9289
4,A,14760,67712,14870,59540
5,L,55184,29246,45329,35673
