,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,285,0,109857,0,0,0,0,0,307,0,113623,0,0,0,0,23334,18,19,0,1
1,6.67,0,272,0,108932,0,0,0,0,0,332,0,112946,0,0,0,0,23565,17,12,0,1
2,7.07,0,270,0,109533,0,0,0,0,0,305,0,112941,0,0,0,0,23525,15,17,0,1
3,7.47,0,271,0,109584,0,0,0,0,0,325,0,113563,0,0,0,0,23782,11,14,0,1
4,7.87,0,245,0,109507,0,0,0,0,0,322,0,113944,0,0,0,0,23628,13,14,0,1
5,8.27,0,265,0,109246,0,0,0,0,0,301,0,113883,0,0,0,0,23109,10,14,0,1
6,8.67,0,274,0,109355,0,0,0,0,0,325,0,114347,0,0,0,0,23665,16,12,0,1
7,9.07,0,281,0,110053,0,0,0,0,0,314,0,113800,0,0,0,0,23909,20,13,0,1
8,9.47,0,275,0,108619,0,0,0,0,0,280,0,113255,0,0,0,0,22608,13,16,0,1
9,9.87,0,280,0,104339,0,0,0,0,0,307,0,107173,0,0,0,0,12682,19,15,0,1
10,9.97,0,266,0,102169,0,0,0,0,0,326,0,105539,0,0,0,0,8361,9,8,0,1
11,10.07,0,297,0,99235,0,0,0,0,0,309,0,103277,0,0,0,0,4643,8,6,0,1
12,10.17,0,266,0,98004,0,0,0,0,0,328,0,101689,0,0,0,0,1893,2,8,0,1
13,10.27,0,240,0,98396,0,0,0,0,0,301,0,100997,0,0,0,0,618,2,5,0,1
14,10.37,0,276,0,98215,0,0,0,0,0,286,0,100934,0,0,0,0,1147,4,7,0,1
15,10.47,0,254,0,99631,0,0,0,0,0,325,0,102288,0,0,0,0,3363,4,4,0,1
16,10.57,0,265,0,101293,0,0,0,0,0,301,0,104877,0,0,0,0,6875,6,11,0,1
17,10.67,0,256,0,102978,0,0,0,0,0,296,0,107088,0,0,0,0,10665,7,5,0,1
18,10.77,0,276,0,104928,0,0,0,0,0,351,0,108804,0,0,0,0,14562,13,12,0,1
19,11.07,0,283,0,109023,0,0,0,0,0,316,0,112719,0,0,0,0,21753,17,22,0,1
20,11.47,0,261,0,109503,0,0,0,0,0,297,0,112633,0,0,0,0,23161,18,17,0,1
21,11.87,0,293,0,109150,0,0,0,0,0,325,0,112739,0,0,0,0,23597,24,11,0,1
22,12.27,0,281,0,109522,0,0,0,0,0,295,0,113125,0,0,0,0,23500,14,16,0,1
23,12.67,0,251,0,109167,0,0,0,0,0,339,0,113918,0,0,0,0,23546,17,15,0,1
24,13.07,0,272,0,108108,0,0,0,0,0,288,0,113059,0,0,0,0,22902,14,17,0,1
25,13.47,0,260,0,108771,0,0,0,0,0,305,0,112474,0,0,0,0,23248,11,13,0,1
26,13.87,0,257,0,108985,0,0,0,0,0,307,0,112901,0,0,0,0,23303,12,20,0,1
27,14.27,0,274,0,108231,0,0,0,0,0,327,0,112374,0,0,0,0,23385,19,13,0,1
