Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,33748,28498,27767,28351,61515,56849
1,D,1011,59701,1531,52975,2542,112676
2,R,36482,25305,21013,34384,57495,59689
3,V,28934,32839,26972,28568,55906,61407
4,A,60989,1101,55117,1343,116106,2444
5,L,25822,35942,36219,19767,62041,55709
