,Measurement Basis,TT,TR,RT,RR
0,H,599,75085,986,62041
1,D,33545,37386,46676,30227
2,R,33490,38068,48610,30367
3,V,64047,924,85846,1428
4,A,31834,39237,43195,33138
5,L,32329,38760,43483,33091
