,Measurement Basis,TT,TR,RT,RR
0,H,51099,56881,68526,50050
1,D,36390,75148,20125,88337
2,R,97958,2943,114148,16630
3,V,48291,61708,62196,55381
4,A,62774,43435,113604,16889
5,L,2120,114772,20294,88464
