,Measurement Basis,TT,TR,RT,RR
0,H,124605,4967,124310,5001
1,D,75338,55910,60785,53019
2,R,85748,44478,85787,34498
3,V,4760,126480,6256,92036
4,A,55097,76234,65247,49349
5,L,43502,87501,38482,69867
