Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,124605,4967,124310,5001,248915,9968
1,D,75338,55910,60785,53019,136123,108929
2,R,85748,44478,85787,34498,171535,78976
3,V,4760,126480,6256,92036,11016,218516
4,A,55097,76234,65247,49349,120344,125583
5,L,43502,87501,38482,69867,81984,157368
