Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,38496,38793,46796,31383,85292,70176
1,D,67473,5028,87942,1062,155415,6090
2,R,20036,60173,45329,32422,65365,92595
3,V,33688,44451,47373,30779,81061,75230
4,A,4002,78591,601,65264,4603,143855
5,L,52587,23676,43077,34799,95664,58475
