Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,31958,29815,27153,28553,59111,58368
1,D,36621,25593,20532,35326,57153,60919
2,R,62280,930,55762,1580,118042,2510
3,V,30859,30658,29471,26365,60330,57023
4,A,25868,35368,36310,19639,62178,55007
5,L,850,59981,1667,53701,2517,113682
