theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
2.827433388230814,1.5707963267948966,41.71585594559123,81.25799773729915,44.28243017261785,82.9335079937047,5e-05,30000
