detector_a_name,detector_b_name,estimation_label,tomography_setting_a,tomography_setting_b,repetition,coincidences,timestamp
4,7,SB,H,H,2,0,2025-05-28--11h-37m-58s-323006
7,9,C,H,H,2,0,2025-05-28--11h-37m-58s-323006
7,12,C,H,H,2,0,2025-05-28--11h-37m-58s-323006
7,11,C,H,H,2,0,2025-05-28--11h-37m-58s-323006
7,10,C,H,H,2,0,2025-05-28--11h-37m-58s-323006
2,9,C,H,H,2,0,2025-05-28--11h-37m-58s-323006
2,12,C,H,H,2,0,2025-05-28--11h-37m-58s-323006
2,11,C,H,H,2,0,2025-05-28--11h-37m-58s-323006
2,10,C,H,H,2,0,2025-05-28--11h-37m-58s-323006
2,4,SB,H,H,2,0,2025-05-28--11h-37m-58s-323006
2,7,DB_V,H,H,2,0,2025-05-28--11h-37m-58s-323006
9,12,DB_H,H,H,3,1,2025-05-28--11h-37m-58s-342879
9,11,SB,H,H,3,0,2025-05-28--11h-37m-58s-342879
9,10,SB,H,H,3,0,2025-05-28--11h-37m-58s-342879
11,12,SB,H,H,3,0,2025-05-28--11h-37m-58s-342879
10,12,SB,H,H,3,0,2025-05-28--11h-37m-58s-342879
10,11,DB_V,H,H,3,0,2025-05-28--11h-37m-58s-342879
1,9,C,H,H,3,0,2025-05-28--11h-37m-58s-342879
1,12,C,H,H,3,0,2025-05-28--11h-37m-58s-342879
1,11,C,H,H,3,0,2025-05-28--11h-37m-58s-342879
1,10,C,H,H,3,0,2025-05-28--11h-37m-58s-342879
1,4,DB_H,H,H,3,0,2025-05-28--11h-37m-58s-342879
1,7,SB,H,H,3,0,2025-05-28--11h-37m-58s-342879
1,2,SB,H,H,3,0,2025-05-28--11h-37m-58s-342879
4,9,C,H,H,3,0,2025-05-28--11h-37m-58s-342879
4,12,C,H,H,3,0,2025-05-28--11h-37m-58s-342879
4,11,C,H,H,3,0,2025-05-28--11h-37m-58s-342879
4,10,C,H,H,3,0,2025-05-28--11h-37m-58s-342879
4,7,SB,H,H,3,0,2025-05-28--11h-37m-58s-342879
7,9,C,H,H,3,0,2025-05-28--11h-37m-58s-342879
7,12,C,H,H,3,0,2025-05-28--11h-37m-58s-342879
7,11,C,H,H,3,0,2025-05-28--11h-37m-58s-342879
7,10,C,H,H,3,0,2025-05-28--11h-37m-58s-342879
2,9,C,H,H,3,0,2025-05-28--11h-37m-58s-342879
2,12,C,H,H,3,0,2025-05-28--11h-37m-58s-342879
2,11,C,H,H,3,0,2025-05-28--11h-37m-58s-342879
2,10,C,H,H,3,0,2025-05-28--11h-37m-58s-342879
2,4,SB,H,H,3,0,2025-05-28--11h-37m-58s-342879
2,7,DB_V,H,H,3,0,2025-05-28--11h-37m-58s-342879
9,12,DB_H,H,H,4,0,2025-05-28--11h-37m-58s-368456
9,11,SB,H,H,4,0,2025-05-28--11h-37m-58s-368456
9,10,SB,H,H,4,0,2025-05-28--11h-37m-58s-368456
11,12,SB,H,H,4,0,2025-05-28--11h-37m-58s-368456
10,12,SB,H,H,4,0,2025-05-28--11h-37m-58s-368456
10,11,DB_V,H,H,4,0,2025-05-28--11h-37m-58s-368456
1,9,C,H,H,4,0,2025-05-28--11h-37m-58s-368456
1,12,C,H,H,4,0,2025-05-28--11h-37m-58s-368456
1,11,C,H,H,4,0,2025-05-28--11h-37m-58s-368456
1,10,C,H,H,4,0,2025-05-28--11h-37m-58s-368456
1,4,DB_H,H,H,4,0,2025-05-28--11h-37m-58s-368456
1,7,SB,H,H,4,0,2025-05-28--11h-37m-58s-368456
1,2,SB,H,H,4,0,2025-05-28--11h-37m-58s-368456
4,9,C,H,H,4,0,2025-05-28--11h-37m-58s-368456
4,12,C,H,H,4,0,2025-05-28--11h-37m-58s-368456
4,11,C,H,H,4,0,2025-05-28--11h-37m-58s-368456
4,10,C,H,H,4,0,2025-05-28--11h-37m-58s-368456
4,7,SB,H,H,4,0,2025-05-28--11h-37m-58s-368456
7,9,C,H,H,4,0,2025-05-28--11h-37m-58s-368456
7,12,C,H,H,4,0,2025-05-28--11h-37m-58s-368456
7,11,C,H,H,4,0,2025-05-28--11h-37m-58s-368456
7,10,C,H,H,4,0,2025-05-28--11h-37m-58s-368456
2,9,C,H,H,4,0,2025-05-28--11h-37m-58s-368456
2,12,C,H,H,4,0,2025-05-28--11h-37m-58s-368456
2,11,C,H,H,4,0,2025-05-28--11h-37m-58s-368456
2,10,C,H,H,4,0,2025-05-28--11h-37m-58s-368456
2,4,SB,H,H,4,0,2025-05-28--11h-37m-58s-368456
2,7,DB_V,H,H,4,0,2025-05-28--11h-37m-58s-368456
9,12,DB_H,H,H,5,2,2025-05-28--11h-37m-58s-389967
9,11,SB,H,H,5,0,2025-05-28--11h-37m-58s-389967
9,10,SB,H,H,5,0,2025-05-28--11h-37m-58s-389967
11,12,SB,H,H,5,0,2025-05-28--11h-37m-58s-389967
10,12,SB,H,H,5,0,2025-05-28--11h-37m-58s-389967
10,11,DB_V,H,H,5,0,2025-05-28--11h-37m-58s-389967
1,9,C,H,H,5,0,2025-05-28--11h-37m-58s-389967
1,12,C,H,H,5,0,2025-05-28--11h-37m-58s-389967
1,11,C,H,H,5,0,2025-05-28--11h-37m-58s-389967
1,10,C,H,H,5,0,2025-05-28--11h-37m-58s-389967
1,4,DB_H,H,H,5,1,2025-05-28--11h-37m-58s-389967
1,7,SB,H,H,5,0,2025-05-28--11h-37m-58s-389967
1,2,SB,H,H,5,0,2025-05-28--11h-37m-58s-389967
4,9,C,H,H,5,0,2025-05-28--11h-37m-58s-389967
4,12,C,H,H,5,0,2025-05-28--11h-37m-58s-389967
4,11,C,H,H,5,0,2025-05-28--11h-37m-58s-389967
4,10,C,H,H,5,0,2025-05-28--11h-37m-58s-389967
4,7,SB,H,H,5,0,2025-05-28--11h-37m-58s-389967
7,9,C,H,H,5,0,2025-05-28--11h-37m-58s-389967
7,12,C,H,H,5,0,2025-05-28--11h-37m-58s-389967
7,11,C,H,H,5,0,2025-05-28--11h-37m-58s-389967
7,10,C,H,H,5,0,2025-05-28--11h-37m-58s-389967
2,9,C,H,H,5,0,2025-05-28--11h-37m-58s-389967
2,12,C,H,H,5,0,2025-05-28--11h-37m-58s-389967
2,11,C,H,H,5,0,2025-05-28--11h-37m-58s-389967
2,10,C,H,H,5,0,2025-05-28--11h-37m-58s-389967
2,4,SB,H,H,5,0,2025-05-28--11h-37m-58s-389967
2,7,DB_V,H,H,5,0,2025-05-28--11h-37m-58s-389967
9,12,DB_H,H,H,6,1,2025-05-28--11h-37m-58s-410308
9,11,SB,H,H,6,0,2025-05-28--11h-37m-58s-410308
9,10,SB,H,H,6,0,2025-05-28--11h-37m-58s-410308
11,12,SB,H,H,6,0,2025-05-28--11h-37m-58s-410308
10,12,SB,H,H,6,0,2025-05-28--11h-37m-58s-410308
10,11,DB_V,H,H,6,0,2025-05-28--11h-37m-58s-410308
1,9,C,H,H,6,0,2025-05-28--11h-37m-58s-410308
1,12,C,H,H,6,0,2025-05-28--11h-37m-58s-410308
1,11,C,H,H,6,0,2025-05-28--11h-37m-58s-410308
1,10,C,H,H,6,0,2025-05-28--11h-37m-58s-410308
1,4,DB_H,H,H,6,2,2025-05-28--11h-37m-58s-410308
1,7,SB,H,H,6,0,2025-05-28--11h-37m-58s-410308
1,2,SB,H,H,6,0,2025-05-28--11h-37m-58s-410308
4,9,C,H,H,6,0,2025-05-28--11h-37m-58s-410308
4,12,C,H,H,6,0,2025-05-28--11h-37m-58s-410308
4,11,C,H,H,6,0,2025-05-28--11h-37m-58s-410308
4,10,C,H,H,6,0,2025-05-28--11h-37m-58s-410308
4,7,SB,H,H,6,0,2025-05-28--11h-37m-58s-410308
7,9,C,H,H,6,0,2025-05-28--11h-37m-58s-410308
7,12,C,H,H,6,0,2025-05-28--11h-37m-58s-410308
7,11,C,H,H,6,0,2025-05-28--11h-37m-58s-410308
7,10,C,H,H,6,0,2025-05-28--11h-37m-58s-410308
2,9,C,H,H,6,0,2025-05-28--11h-37m-58s-410308
2,12,C,H,H,6,0,2025-05-28--11h-37m-58s-410308
2,11,C,H,H,6,0,2025-05-28--11h-37m-58s-410308
2,10,C,H,H,6,0,2025-05-28--11h-37m-58s-410308
2,4,SB,H,H,6,0,2025-05-28--11h-37m-58s-410308
2,7,DB_V,H,H,6,0,2025-05-28--11h-37m-58s-410308
9,12,DB_H,H,H,7,0,2025-05-28--11h-37m-58s-430924
9,11,SB,H,H,7,0,2025-05-28--11h-37m-58s-430924
9,10,SB,H,H,7,0,2025-05-28--11h-37m-58s-430924
11,12,SB,H,H,7,0,2025-05-28--11h-37m-58s-430924
10,12,SB,H,H,7,0,2025-05-28--11h-37m-58s-430924
10,11,DB_V,H,H,7,0,2025-05-28--11h-37m-58s-430924
1,9,C,H,H,7,0,2025-05-28--11h-37m-58s-430924
1,12,C,H,H,7,0,2025-05-28--11h-37m-58s-430924
1,11,C,H,H,7,0,2025-05-28--11h-37m-58s-430924
1,10,C,H,H,7,0,2025-05-28--11h-37m-58s-430924
1,4,DB_H,H,H,7,2,2025-05-28--11h-37m-58s-430924
1,7,SB,H,H,7,0,2025-05-28--11h-37m-58s-430924
1,2,SB,H,H,7,0,2025-05-28--11h-37m-58s-430924
4,9,C,H,H,7,0,2025-05-28--11h-37m-58s-430924
4,12,C,H,H,7,0,2025-05-28--11h-37m-58s-430924
4,11,C,H,H,7,0,2025-05-28--11h-37m-58s-430924
4,10,C,H,H,7,0,2025-05-28--11h-37m-58s-430924
4,7,SB,H,H,7,0,2025-05-28--11h-37m-58s-430924
7,9,C,H,H,7,0,2025-05-28--11h-37m-58s-430924
7,12,C,H,H,7,0,2025-05-28--11h-37m-58s-430924
7,11,C,H,H,7,0,2025-05-28--11h-37m-58s-430924
7,10,C,H,H,7,0,2025-05-28--11h-37m-58s-430924
2,9,C,H,H,7,0,2025-05-28--11h-37m-58s-430924
2,12,C,H,H,7,0,2025-05-28--11h-37m-58s-430924
2,11,C,H,H,7,0,2025-05-28--11h-37m-58s-430924
2,10,C,H,H,7,0,2025-05-28--11h-37m-58s-430924
2,4,SB,H,H,7,0,2025-05-28--11h-37m-58s-430924
2,7,DB_V,H,H,7,0,2025-05-28--11h-37m-58s-430924
9,12,DB_H,H,H,8,0,2025-05-28--11h-37m-58s-449788
9,11,SB,H,H,8,0,2025-05-28--11h-37m-58s-449788
9,10,SB,H,H,8,0,2025-05-28--11h-37m-58s-449788
11,12,SB,H,H,8,0,2025-05-28--11h-37m-58s-449788
10,12,SB,H,H,8,0,2025-05-28--11h-37m-58s-449788
10,11,DB_V,H,H,8,0,2025-05-28--11h-37m-58s-449788
1,9,C,H,H,8,0,2025-05-28--11h-37m-58s-449788
1,12,C,H,H,8,0,2025-05-28--11h-37m-58s-449788
1,11,C,H,H,8,0,2025-05-28--11h-37m-58s-449788
1,10,C,H,H,8,0,2025-05-28--11h-37m-58s-449788
1,4,DB_H,H,H,8,0,2025-05-28--11h-37m-58s-449788
1,7,SB,H,H,8,0,2025-05-28--11h-37m-58s-449788
1,2,SB,H,H,8,0,2025-05-28--11h-37m-58s-449788
4,9,C,H,H,8,0,2025-05-28--11h-37m-58s-449788
4,12,C,H,H,8,0,2025-05-28--11h-37m-58s-449788
4,11,C,H,H,8,0,2025-05-28--11h-37m-58s-449788
4,10,C,H,H,8,0,2025-05-28--11h-37m-58s-449788
4,7,SB,H,H,8,0,2025-05-28--11h-37m-58s-449788
7,9,C,H,H,8,0,2025-05-28--11h-37m-58s-449788
7,12,C,H,H,8,0,2025-05-28--11h-37m-58s-449788
7,11,C,H,H,8,0,2025-05-28--11h-37m-58s-449788
7,10,C,H,H,8,0,2025-05-28--11h-37m-58s-449788
2,9,C,H,H,8,0,2025-05-28--11h-37m-58s-449788
2,12,C,H,H,8,0,2025-05-28--11h-37m-58s-449788
2,11,C,H,H,8,0,2025-05-28--11h-37m-58s-449788
2,10,C,H,H,8,0,2025-05-28--11h-37m-58s-449788
2,4,SB,H,H,8,0,2025-05-28--11h-37m-58s-449788
2,7,DB_V,H,H,8,0,2025-05-28--11h-37m-58s-449788
9,12,DB_H,H,H,9,1,2025-05-28--11h-37m-58s-469751
9,11,SB,H,H,9,0,2025-05-28--11h-37m-58s-469751
9,10,SB,H,H,9,0,2025-05-28--11h-37m-58s-469751
11,12,SB,H,H,9,0,2025-05-28--11h-37m-58s-469751
10,12,SB,H,H,9,0,2025-05-28--11h-37m-58s-469751
10,11,DB_V,H,H,9,0,2025-05-28--11h-37m-58s-469751
1,9,C,H,H,9,1,2025-05-28--11h-37m-58s-469751
1,12,C,H,H,9,1,2025-05-28--11h-37m-58s-469751
1,11,C,H,H,9,0,2025-05-28--11h-37m-58s-469751
1,10,C,H,H,9,0,2025-05-28--11h-37m-58s-469751
1,4,DB_H,H,H,9,1,2025-05-28--11h-37m-58s-469751
1,7,SB,H,H,9,0,2025-05-28--11h-37m-58s-469751
1,2,SB,H,H,9,0,2025-05-28--11h-37m-58s-469751
4,9,C,H,H,9,0,2025-05-28--11h-37m-58s-469751
4,12,C,H,H,9,0,2025-05-28--11h-37m-58s-469751
4,11,C,H,H,9,0,2025-05-28--11h-37m-58s-469751
4,10,C,H,H,9,0,2025-05-28--11h-37m-58s-469751
4,7,SB,H,H,9,0,2025-05-28--11h-37m-58s-469751
7,9,C,H,H,9,0,2025-05-28--11h-37m-58s-469751
7,12,C,H,H,9,0,2025-05-28--11h-37m-58s-469751
7,11,C,H,H,9,0,2025-05-28--11h-37m-58s-469751
7,10,C,H,H,9,0,2025-05-28--11h-37m-58s-469751
2,9,C,H,H,9,0,2025-05-28--11h-37m-58s-469751
2,12,C,H,H,9,0,2025-05-28--11h-37m-58s-469751
2,11,C,H,H,9,0,2025-05-28--11h-37m-58s-469751
2,10,C,H,H,9,0,2025-05-28--11h-37m-58s-469751
2,4,SB,H,H,9,0,2025-05-28--11h-37m-58s-469751
2,7,DB_V,H,H,9,0,2025-05-28--11h-37m-58s-469751
9,12,DB_H,H,H,10,1,2025-05-28--11h-37m-58s-490523
9,11,SB,H,H,10,0,2025-05-28--11h-37m-58s-490523
9,10,SB,H,H,10,0,2025-05-28--11h-37m-58s-490523
11,12,SB,H,H,10,0,2025-05-28--11h-37m-58s-490523
10,12,SB,H,H,10,0,2025-05-28--11h-37m-58s-490523
10,11,DB_V,H,H,10,0,2025-05-28--11h-37m-58s-490523
1,9,C,H,H,10,0,2025-05-28--11h-37m-58s-490523
1,12,C,H,H,10,0,2025-05-28--11h-37m-58s-490523
1,11,C,H,H,10,0,2025-05-28--11h-37m-58s-490523
1,10,C,H,H,10,0,2025-05-28--11h-37m-58s-490523
1,4,DB_H,H,H,10,1,2025-05-28--11h-37m-58s-490523
1,7,SB,H,H,10,0,2025-05-28--11h-37m-58s-490523
1,2,SB,H,H,10,0,2025-05-28--11h-37m-58s-490523
4,9,C,H,H,10,0,2025-05-28--11h-37m-58s-490523
4,12,C,H,H,10,0,2025-05-28--11h-37m-58s-490523
4,11,C,H,H,10,0,2025-05-28--11h-37m-58s-490523
4,10,C,H,H,10,0,2025-05-28--11h-37m-58s-490523
4,7,SB,H,H,10,0,2025-05-28--11h-37m-58s-490523
7,9,C,H,H,10,0,2025-05-28--11h-37m-58s-490523
7,12,C,H,H,10,0,2025-05-28--11h-37m-58s-490523
7,11,C,H,H,10,0,2025-05-28--11h-37m-58s-490523
7,10,C,H,H,10,0,2025-05-28--11h-37m-58s-490523
2,9,C,H,H,10,0,2025-05-28--11h-37m-58s-490523
2,12,C,H,H,10,0,2025-05-28--11h-37m-58s-490523
2,11,C,H,H,10,0,2025-05-28--11h-37m-58s-490523
2,10,C,H,H,10,0,2025-05-28--11h-37m-58s-490523
2,4,SB,H,H,10,0,2025-05-28--11h-37m-58s-490523
2,7,DB_V,H,H,10,0,2025-05-28--11h-37m-58s-490523
9,12,DB_H,H,H,11,0,2025-05-28--11h-37m-58s-511851
9,11,SB,H,H,11,0,2025-05-28--11h-37m-58s-511851
9,10,SB,H,H,11,0,2025-05-28--11h-37m-58s-511851
11,12,SB,H,H,11,0,2025-05-28--11h-37m-58s-511851
10,12,SB,H,H,11,0,2025-05-28--11h-37m-58s-511851
10,11,DB_V,H,H,11,0,2025-05-28--11h-37m-58s-511851
1,9,C,H,H,11,0,2025-05-28--11h-37m-58s-511851
1,12,C,H,H,11,0,2025-05-28--11h-37m-58s-511851
1,11,C,H,H,11,0,2025-05-28--11h-37m-58s-511851
1,10,C,H,H,11,0,2025-05-28--11h-37m-58s-511851
1,4,DB_H,H,H,11,1,2025-05-28--11h-37m-58s-511851
1,7,SB,H,H,11,0,2025-05-28--11h-37m-58s-511851
1,2,SB,H,H,11,0,2025-05-28--11h-37m-58s-511851
4,9,C,H,H,11,0,2025-05-28--11h-37m-58s-511851
4,12,C,H,H,11,0,2025-05-28--11h-37m-58s-511851
4,11,C,H,H,11,0,2025-05-28--11h-37m-58s-511851
4,10,C,H,H,11,0,2025-05-28--11h-37m-58s-511851
4,7,SB,H,H,11,0,2025-05-28--11h-37m-58s-511851
7,9,C,H,H,11,0,2025-05-28--11h-37m-58s-511851
7,12,C,H,H,11,0,2025-05-28--11h-37m-58s-511851
7,11,C,H,H,11,0,2025-05-28--11h-37m-58s-511851
7,10,C,H,H,11,0,2025-05-28--11h-37m-58s-511851
2,9,C,H,H,11,0,2025-05-28--11h-37m-58s-511851
2,12,C,H,H,11,0,2025-05-28--11h-37m-58s-511851
2,11,C,H,H,11,0,2025-05-28--11h-37m-58s-511851
2,10,C,H,H,11,0,2025-05-28--11h-37m-58s-511851
2,4,SB,H,H,11,0,2025-05-28--11h-37m-58s-511851
2,7,DB_V,H,H,11,0,2025-05-28--11h-37m-58s-511851
9,12,DB_H,H,H,12,1,2025-05-28--11h-37m-58s-530394
9,11,SB,H,H,12,0,2025-05-28--11h-37m-58s-530394
9,10,SB,H,H,12,0,2025-05-28--11h-37m-58s-530394
11,12,SB,H,H,12,0,2025-05-28--11h-37m-58s-530394
10,12,SB,H,H,12,0,2025-05-28--11h-37m-58s-530394
10,11,DB_V,H,H,12,0,2025-05-28--11h-37m-58s-530394
1,9,C,H,H,12,0,2025-05-28--11h-37m-58s-530394
1,12,C,H,H,12,0,2025-05-28--11h-37m-58s-530394
1,11,C,H,H,12,0,2025-05-28--11h-37m-58s-530394
1,10,C,H,H,12,0,2025-05-28--11h-37m-58s-530394
1,4,DB_H,H,H,12,1,2025-05-28--11h-37m-58s-530394
1,7,SB,H,H,12,0,2025-05-28--11h-37m-58s-530394
1,2,SB,H,H,12,0,2025-05-28--11h-37m-58s-530394
4,9,C,H,H,12,0,2025-05-28--11h-37m-58s-530394
4,12,C,H,H,12,0,2025-05-28--11h-37m-58s-530394
4,11,C,H,H,12,0,2025-05-28--11h-37m-58s-530394
4,10,C,H,H,12,0,2025-05-28--11h-37m-58s-530394
4,7,SB,H,H,12,0,2025-05-28--11h-37m-58s-530394
7,9,C,H,H,12,0,2025-05-28--11h-37m-58s-530394
7,12,C,H,H,12,0,2025-05-28--11h-37m-58s-530394
7,11,C,H,H,12,0,2025-05-28--11h-37m-58s-530394
7,10,C,H,H,12,0,2025-05-28--11h-37m-58s-530394
2,9,C,H,H,12,0,2025-05-28--11h-37m-58s-530394
2,12,C,H,H,12,0,2025-05-28--11h-37m-58s-530394
2,11,C,H,H,12,0,2025-05-28--11h-37m-58s-530394
2,10,C,H,H,12,0,2025-05-28--11h-37m-58s-530394
2,4,SB,H,H,12,0,2025-05-28--11h-37m-58s-530394
2,7,DB_V,H,H,12,0,2025-05-28--11h-37m-58s-530394
9,12,DB_H,H,H,13,0,2025-05-28--11h-37m-58s-549294
9,11,SB,H,H,13,0,2025-05-28--11h-37m-58s-549294
9,10,SB,H,H,13,0,2025-05-28--11h-37m-58s-549294
11,12,SB,H,H,13,0,2025-05-28--11h-37m-58s-549294
10,12,SB,H,H,13,0,2025-05-28--11h-37m-58s-549294
10,11,DB_V,H,H,13,0,2025-05-28--11h-37m-58s-549294
1,9,C,H,H,13,0,2025-05-28--11h-37m-58s-549294
1,12,C,H,H,13,0,2025-05-28--11h-37m-58s-549294
1,11,C,H,H,13,0,2025-05-28--11h-37m-58s-549294
1,10,C,H,H,13,0,2025-05-28--11h-37m-58s-549294
1,4,DB_H,H,H,13,2,2025-05-28--11h-37m-58s-549294
1,7,SB,H,H,13,0,2025-05-28--11h-37m-58s-549294
1,2,SB,H,H,13,0,2025-05-28--11h-37m-58s-549294
4,9,C,H,H,13,0,2025-05-28--11h-37m-58s-549294
4,12,C,H,H,13,0,2025-05-28--11h-37m-58s-549294
4,11,C,H,H,13,0,2025-05-28--11h-37m-58s-549294
4,10,C,H,H,13,0,2025-05-28--11h-37m-58s-549294
4,7,SB,H,H,13,0,2025-05-28--11h-37m-58s-549294
7,9,C,H,H,13,0,2025-05-28--11h-37m-58s-549294
7,12,C,H,H,13,0,2025-05-28--11h-37m-58s-549294
7,11,C,H,H,13,0,2025-05-28--11h-37m-58s-549294
7,10,C,H,H,13,0,2025-05-28--11h-37m-58s-549294
2,9,C,H,H,13,0,2025-05-28--11h-37m-58s-549294
2,12,C,H,H,13,0,2025-05-28--11h-37m-58s-549294
2,11,C,H,H,13,0,2025-05-28--11h-37m-58s-549294
2,10,C,H,H,13,0,2025-05-28--11h-37m-58s-549294
2,4,SB,H,H,13,0,2025-05-28--11h-37m-58s-549294
2,7,DB_V,H,H,13,0,2025-05-28--11h-37m-58s-549294
9,12,DB_H,H,H,14,2,2025-05-28--11h-37m-58s-569669
9,11,SB,H,H,14,0,2025-05-28--11h-37m-58s-569669
9,10,SB,H,H,14,0,2025-05-28--11h-37m-58s-569669
11,12,SB,H,H,14,0,2025-05-28--11h-37m-58s-569669
10,12,SB,H,H,14,0,2025-05-28--11h-37m-58s-569669
10,11,DB_V,H,H,14,0,2025-05-28--11h-37m-58s-569669
1,9,C,H,H,14,0,2025-05-28--11h-37m-58s-569669
1,12,C,H,H,14,0,2025-05-28--11h-37m-58s-569669
1,11,C,H,H,14,0,2025-05-28--11h-37m-58s-569669
1,10,C,H,H,14,0,2025-05-28--11h-37m-58s-569669
1,4,DB_H,H,H,14,1,2025-05-28--11h-37m-58s-569669
1,7,SB,H,H,14,0,2025-05-28--11h-37m-58s-569669
1,2,SB,H,H,14,0,2025-05-28--11h-37m-58s-569669
4,9,C,H,H,14,0,2025-05-28--11h-37m-58s-569669
4,12,C,H,H,14,0,2025-05-28--11h-37m-58s-569669
4,11,C,H,H,14,0,2025-05-28--11h-37m-58s-569669
4,10,C,H,H,14,0,2025-05-28--11h-37m-58s-569669
4,7,SB,H,H,14,0,2025-05-28--11h-37m-58s-569669
7,9,C,H,H,14,0,2025-05-28--11h-37m-58s-569669
7,12,C,H,H,14,0,2025-05-28--11h-37m-58s-569669
