,Measurement Basis,TT,TR,RT,RR
0,H,66965,36290,95753,29911
1,D,88288,12245,126175,6658
2,R,26180,86681,63578,57287
3,V,31235,80074,44598,70064
4,A,9948,104318,5877,101953
5,L,71780,31635,67778,52409
