data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate
2025-05-23--18h-58m-17s,1.0,0.0,36.0,3.0,40.0,2.723107492325756,0.517127578698283
2025-05-23--18h-58m-17s,0.5,0.0,37.0,2.5,40.0,2.7907583189782468,0.4149717231447266
2025-05-23--18h-58m-17s,0.0,0.0,37.0,3.0,40.0,2.7907583189782468,0.0
2025-05-23--18h-58m-17s,1.5,0.0,36.0,2.5,40.0,2.723107492325756,0.6518095024818801
2025-05-23--18h-58m-17s,0.0,0.0,39.0,1.0,40.0,2.9989777240192126,0.0
2025-05-23--18h-58m-17s,1.0,0.0,37.0,2.0,40.0,2.7907583189782468,0.6084259956212019
2025-05-23--18h-58m-17s,0.0,0.0,37.0,3.0,40.0,2.7907583189782468,0.0
2025-05-23--18h-58m-17s,0.0,0.0,35.0,5.0,40.0,2.664480725276315,0.0
2025-05-23--18h-58m-17s,0.5,0.0,38.0,1.5,40.0,2.8742148526381652,0.517127578698283
2025-05-23--18h-58m-17s,1.0,0.0,36.0,3.0,40.0,2.723107492325756,0.517127578698283
2025-05-23--18h-58m-17s,3.0,0.0,35.0,2.0,40.0,2.664480725276315,0.8787173335482026
2025-05-23--18h-58m-17s,1.0,0.0,36.0,3.0,40.0,2.723107492325756,0.517127578698283
2025-05-23--18h-58m-17s,1.0,0.0,36.0,3.0,40.0,2.723107492325756,0.517127578698283
2025-05-23--18h-58m-17s,0.5,0.0,38.0,1.5,40.0,2.8742148526381652,0.517127578698283
2025-05-23--18h-58m-17s,0.5,0.0,37.0,2.5,40.0,2.7907583189782468,0.4149717231447266
2025-05-23--18h-58m-17s,0.5,0.0,35.0,4.5,40.0,2.664480725276315,0.3172771730595597
2025-05-23--18h-58m-17s,0.5,0.0,37.0,2.5,40.0,2.7907583189782468,0.4149717231447266
2025-05-23--18h-58m-17s,1.0,0.0,38.0,1.0,40.0,2.8742148526381652,0.7778978821189679
2025-05-23--18h-58m-17s,0.5,0.0,37.0,2.5,40.0,2.7907583189782468,0.4149717231447266
2025-05-23--18h-58m-17s,1.0,0.0,37.0,2.0,40.0,2.7907583189782468,0.6084259956212019
2025-05-23--18h-58m-17s,0.5,0.0,36.0,3.5,40.0,2.723107492325756,0.3564338525814142
2025-05-23--18h-58m-17s,0.0,0.0,35.0,5.0,40.0,2.664480725276315,0.0
2025-05-23--18h-58m-17s,0.5,0.0,39.0,0.5,40.0,2.9989777240192126,0.7778978821189679
2025-05-23--18h-58m-17s,0.0,0.0,36.0,4.0,40.0,2.723107492325756,0.0
2025-05-23--18h-58m-17s,0.5,0.0,38.0,1.5,40.0,2.8742148526381652,0.517127578698283
2025-05-23--18h-58m-17s,0.5,0.0,39.0,0.5,40.0,2.9989777240192126,0.7778978821189679
2025-05-23--18h-58m-17s,0.5,0.0,38.0,1.5,40.0,2.8742148526381652,0.517127578698283
2025-05-23--18h-58m-17s,1.5,1.0,35.0,2.5,40.0,2.6118638991287852,0.6518095024818801
