,Measurement Basis,TT,TR,RT,RR
0,H,72462,12740,70225,12066
1,D,23780,62545,13299,55099
2,R,64259,21185,52820,26300
3,V,11937,74184,12755,54671
4,A,59677,24527,69987,12066
5,L,20060,65262,30318,42305
