detector_a_name,detector_b_name,detector_a_time_tag,detector_b_time_tag,timestamp,tomography_setting_t,tomography_setting_r,data_dir
2,7,2554324236014279680,2554324236014279680,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
2,11,2554324236015810560,2554324236015810560,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
7,10,2554324236024534528,2554324236024534528,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
7,11,2554324236033380864,2554324236033380864,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
7,11,2554324236038149632,2554324236038149632,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
2,7,2554324236048535552,2554324236048535552,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
4,7,2554324236048735744,2554324236048735744,2025-06-18--18h-02m-55s,H,H,2025-06-18--18h-02m-28s
10,11,2554324236053401600,2554324236053401600,2025-06-18--18h-02m-55s,H,H,2025-06-18--18h-02m-28s
10,11,2554324236060735488,2554324236060735488,2025-06-18--18h-02m-55s,H,H,2025-06-18--18h-02m-28s
7,9,2554324236069167616,2554324236069167616,2025-06-18--18h-02m-55s,H,H,2025-06-18--18h-02m-28s
2,11,2554324236070259200,2554324236070259200,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
7,10,2554324236071082496,2554324236071082496,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
10,11,2554324236077922816,2554324236077922816,2025-06-18--18h-02m-55s,H,H,2025-06-18--18h-02m-28s
10,11,2554324236083780096,2554324236083780096,2025-06-18--18h-02m-55s,H,H,2025-06-18--18h-02m-28s
2,12,2554324236086153728,2554324236086153728,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
4,10,2554324236092482560,2554324236092482560,2025-06-18--18h-02m-55s,H,H,2025-06-18--18h-02m-28s
2,11,2554324236094153728,2554324236094153728,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
10,11,2554324236098821120,2554324236098821120,2025-06-18--18h-02m-55s,H,H,2025-06-18--18h-02m-28s
2,11,2554324236100470784,2554324236100470784,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
2,10,2554324236107973120,2554324236107973120,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
10,11,2554324236122335232,2554324236122335232,2025-06-18--18h-02m-55s,H,H,2025-06-18--18h-02m-28s
7,9,2554324236122589696,2554324236122589696,2025-06-18--18h-02m-55s,H,H,2025-06-18--18h-02m-28s
2,7,2554324236127136256,2554324236127136256,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
7,10,2554324236129420800,2554324236129420800,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
2,7,2554324236133505024,2554324236133505024,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
7,11,2554324236134751744,2554324236134751744,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
7,11,2554324236137586688,2554324236137586688,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
2,11,2554324236148103168,2554324236148103168,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
1,10,2554324236165953024,2554324236165953024,2025-06-18--18h-02m-55s,H,H,2025-06-18--18h-02m-28s
2,11,2554324236167407616,2554324236167407616,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
7,11,2554324236183357952,2554324236183357952,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
10,11,2554324236185354240,2554324236185354240,2025-06-18--18h-02m-55s,H,H,2025-06-18--18h-02m-28s
2,7,2554324236196813824,2554324236196813824,2025-06-18--18h-02m-56s,H,H,2025-06-18--18h-02m-28s
