Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,6610,110973,7188,90834,13798,201807
1,D,79312,40106,80869,40837,160181,80943
2,R,77191,41458,98593,28166,175784,69624
3,V,110983,6332,128605,4884,239588,11216
4,A,39794,79612,59130,57213,98924,136825
5,L,42072,76349,42894,68486,84966,144835
