Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,11872,63002,13764,52777,25636,115779
1,D,45687,24643,45765,30924,91452,55567
2,R,56909,13332,78855,8474,135764,21806
3,V,55279,14062,74439,10772,129718,24834
4,A,21246,53484,42666,33066,63912,86550
5,L,11475,64942,13425,55006,24900,119948
