data_dir,C',HH,SB,VV,N,theta_estimate,delta_phi_estimate,clipped_delta_phi_estimate
2025-06-24--00h-28m-16s,20.0,17.0,0.0,3.0,40.0,1.2132252231493863,,1.5707963267948966
2025-06-24--00h-28m-16s,17.0,15.0,0.0,8.0,40.0,1.3948905586311804,,1.5707963267948966
2025-06-24--00h-28m-16s,18.0,15.0,1.0,6.0,40.0,1.3438532906163767,1.364146111550831,1.364146111550831
2025-06-24--00h-28m-16s,17.0,15.0,1.0,7.0,40.0,1.369438406004566,1.3568167498195634,1.3568167498195634
2025-06-24--00h-28m-16s,19.0,19.0,0.0,2.0,40.0,1.131834441185136,,1.5707963267948966
2025-06-24--00h-28m-16s,13.0,25.0,0.0,2.0,40.0,0.9581921787462742,,1.5707963267948966
2025-06-24--00h-28m-16s,14.0,19.0,2.0,5.0,40.0,1.2132252231493863,1.2229859950904205,1.2229859950904205
2025-06-24--00h-28m-16s,16.0,19.0,0.0,5.0,40.0,1.2132252231493863,,1.5707963267948966
2025-06-24--00h-28m-16s,13.0,18.0,0.0,9.0,40.0,1.3438532906163767,,1.5707963267948966
2025-06-24--00h-28m-16s,22.0,15.0,0.0,3.0,40.0,1.2661036727794992,,1.5707963267948966
2025-06-24--00h-28m-16s,19.0,18.0,0.0,3.0,40.0,1.1863995522992576,,1.5707963267948966
2025-06-24--00h-28m-16s,20.0,14.0,0.0,6.0,40.0,1.369438406004566,,1.5707963267948966
2025-06-24--00h-28m-16s,20.0,13.0,0.0,7.0,40.0,1.4202280540182106,,1.5707963267948966
2025-06-24--00h-28m-16s,17.0,15.0,0.0,8.0,40.0,1.3948905586311804,,1.5707963267948966
2025-06-24--00h-28m-16s,21.0,14.0,0.0,5.0,40.0,1.3438532906163767,,1.5707963267948966
2025-06-24--00h-28m-16s,16.0,18.0,0.0,6.0,40.0,1.2661036727794992,,1.5707963267948966
2025-06-24--00h-28m-16s,18.0,17.0,0.0,5.0,40.0,1.2661036727794992,,1.5707963267948966
2025-06-24--00h-28m-16s,17.0,17.0,0.0,6.0,40.0,1.292206624403246,,1.5707963267948966
2025-06-24--00h-28m-16s,18.0,14.0,0.0,8.0,40.0,1.4202280540182106,,1.5707963267948966
2025-06-24--00h-28m-16s,12.0,20.0,0.0,8.0,40.0,1.2661036727794992,,1.5707963267948966
2025-06-24--00h-28m-16s,19.0,20.0,0.0,1.0,40.0,1.0758322950780022,,1.5707963267948966
2025-06-24--00h-28m-16s,16.0,18.0,0.0,6.0,40.0,1.2661036727794992,,1.5707963267948966
2025-06-24--00h-28m-16s,24.0,14.0,1.0,1.0,40.0,1.2397845987056022,1.399159860322501,1.399159860322501
2025-06-24--00h-28m-16s,16.0,20.0,0.0,4.0,40.0,1.1592794807274087,,1.5707963267948966
2025-06-24--00h-28m-16s,20.0,16.0,0.0,4.0,40.0,1.2661036727794992,,1.5707963267948966
2025-06-24--00h-28m-16s,19.0,16.0,0.0,5.0,40.0,1.292206624403246,,1.5707963267948966
2025-06-24--00h-28m-16s,18.0,18.0,0.0,4.0,40.0,1.2132252231493863,,1.5707963267948966
2025-06-24--00h-28m-16s,20.0,17.0,0.0,3.0,40.0,1.2132252231493863,,1.5707963267948966
2025-06-24--00h-28m-16s,10.0,22.0,0.0,8.0,40.0,1.2132252231493863,,1.5707963267948966
2025-06-24--00h-28m-16s,28.0,10.0,0.0,2.0,40.0,1.369438406004566,,1.5707963267948966
2025-06-24--00h-28m-16s,18.0,13.0,0.0,9.0,40.0,1.4706289056333368,,1.5707963267948966
2025-06-24--00h-28m-16s,16.0,21.0,0.0,3.0,40.0,1.1040309877476002,,1.5707963267948966
2025-06-24--00h-28m-16s,14.0,18.0,0.0,8.0,40.0,1.318116071652818,,1.5707963267948966
2025-06-24--00h-28m-16s,16.0,19.0,1.0,4.0,40.0,1.1863995522992576,1.3488942854619228,1.3488942854619228
2025-06-24--00h-28m-16s,17.0,17.0,0.0,6.0,40.0,1.292206624403246,,1.5707963267948966
2025-06-24--00h-28m-16s,15.0,16.0,0.0,9.0,40.0,1.3948905586311804,,1.5707963267948966
