Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,530,79486,984,65325,1514,144811
1,D,34911,39331,48404,32655,83315,71986
2,R,35105,39055,50080,31650,85185,70705
3,V,67233,882,90328,1408,157561,2290
4,A,33642,40911,45470,34388,79112,75299
5,L,32888,40669,44920,34600,77808,75269
