delta_phi,E_nu_1.000,VarCRB_nu_1.000,E_nu_0.970,VarCRB_nu_0.970,E_nu_0.971,VarCRB_nu_0.971,E_nu_0.972,VarCRB_nu_0.972,E_nu_0.973,VarCRB_nu_0.973,E_nu_0.974,VarCRB_nu_0.974,E_nu_0.975,VarCRB_nu_0.975,E_nu_0.976,VarCRB_nu_0.976,E_nu_0.977,VarCRB_nu_0.977,E_nu_0.978,VarCRB_nu_0.978,E_nu_0.979,VarCRB_nu_0.979,E_nu_0.980,VarCRB_nu_0.980
0.00314159265358979,-0.00305322063520195,0.00316910784036558,0.118899535383125,0.000271387838221856,0.118174902420887,0.000302087540708707,0.113205497512462,0.000412252287348305,0.103859866098247,0.00058253512679049,0.0974822121345605,0.000651515124327878,0.0824118359259772,0.000794363944480017,0.076373556844958,0.000773992449390705,0.0737269100422069,0.000730435532238471,0.0728602541691199,0.000688171589760138,0.0743173543670609,0.000643984300085152,0.0768248110418017,0.000600430531408804
0.00628318530717959,-0.00592994221494289,0.0126464982795358,0.115810655668275,0.00108503657743205,0.115089141091429,0.00120731835727449,0.110131014037337,0.00164641685622516,0.100802573129616,0.00232561427304038,0.0944336856735244,0.00260123286212544,0.0793757073414182,0.00317264923966099,0.0733361317287331,0.00309234867594391,0.0706856635112889,0.00291903975169378,0.0698150291113794,0.00275059164602111,0.0712684714184353,0.00257420266503432,0.0737725440156018,0.00240025724508905
0.00942477796076938,-0.00863089806650541,0.0283427863444638,0.112756927389748,0.00243941525315017,0.112040578186817,0.00271262508741496,0.107101158365241,0.0036947851550876,0.0978012663407016,0.00521576506677435,0.0914469658758356,0.00583477067688556,0.076409689638734,0.00712050800224218,0.0703680269447445,0.00694424596819431,0.0677112468540322,0.00655772929322474,0.0668340217446559,0.00618099181484544,0.068281386802423,0.00578546431594808,0.0707798281046783,0.00539509624351082
0.0125663706143592,-0.0111573050293617,0.050110370223207,0.109738365211821,0.00433201616402214,0.109029181117034,0.00481298765853914,0.104115765753078,0.00654473431433632,0.0948556294148425,0.00923088377758929,0.0885217005076387,0.0103284886951465,0.0735134873386219,0.0126142642648828,0.0674690564611386,0.0123117810154072,0.0648035590702309,0.0116331104835516,0.0639171909426211,0.0109689768975601,0.0653560881151364,0.0102691601313964,0.0678466641307561,0.00957767628380986
0.015707963267949,-0.0135108554526636,0.0777454639854284,0.106754990542844,0.00675941855580951,0.106054906407678,0.00750156706571457,0.101174610926021,0.0101790537692593,0.091965227579459,0.0143407461586425,0.0856574042601259,0.0160499740248595,0.0706866912595011,0.0196212630501924,0.0646389618321491,0.0191701683709956,0.0619624593790276,0.0181265951106465,0.0610644789938828,0.0171001010231624,0.0624925575958031,0.0160133239316736,0.0649730527970339,0.0149378897453088
0.0188495559215388,-0.0156937061039366,0.110990890071801,0.103806832370956,0.00971737357617076,0.103117701755793,0.0107698839380607,0.0982774132238263,0.0145763823339667,0.089129515387207,0.0205076945155973,0.0828534663189289,0.0229586950351114,0.0679287829046859,0.0281003460036315,0.0618774141611165,0.027488011759389,0.0591877678278689,0.0260145583635029,0.0582758114662449,0.02455597060977,0.0596907717322872,0.0230027144861364,0.0621589942418698,0.0214628603350901
0.0219911485751286,-0.0177084640993931,0.149539579773024,0.100893928280225,0.0132009066276984,0.100217508542084,0.0146080338750749,0.0954238429173115,0.0197117371067246,0.0863478463217376,0.0276874748605942,0.0801091597517328,0.0310068033200994,0.0652391399602079,0.0380024411846352,0.0591840165740419,0.0372276420364425,0.0564792660606716,0.0352685350943872,0.0555510970305102,0.0333143707659027,0.0569507007551503,0.0312189148318245,0.0594044874662712,0.0291370242692765
0.0251327412287183,-0.0195581699952849,0.193038717274113,0.0980163256076597,0.0172044325777375,0.0973542647110448,0.0190049301747521,0.09261352849133,0.0255571123607686,0.0836194839544811,0.0358301931708481,0.0774236524751801,0.0401400567094295,0.06261704280175,0.0492712519794489,0.0565583071673604,0.0483455143163443,0.0538366982344427,0.0458554498378688,0.0528902272426547,0.0433494112572362,0.0542723080212641,0.0406404450087887,0.0567095296362661,0.0379422212353793
0.0282743338823081,-0.021246278206914,0.241094451717431,0.0951740826970657,0.0217218788872689,0.0945279079206863,0.0239485637936362,0.0898460646672005,0.032082124656957,0.0809436143441222,0.0448813566112492,0.0747960195291869,0.0502988336270618,0.0600616818925072,0.0618440280617708,0.0539997623870657,0.0607926557836306,0.0512597720715579,0.0577378755382529,0.0502930762830293,0.0546316878985661,0.0516555492882672,0.0512428841261774,0.0540741152615142,0.047857791301043
0.0314159265358979,-0.0227766349468919,0.293277092383912,0.0923672702032828,0.026746811605026,0.0917383788585102,0.0294262701882482,0.0871210209246931,0.0392546798446902,0.0783193593485781,0.0547829641832768,0.0722252563640372,0.0614192074318074,0.057572165940306,0.075652399940306,0.0515078007906406,0.074515155035873,0.0487481600330621,0.0708743156938512,0.0477595006511337,0.0671284552217277,0.0491003718815061,0.0629989977664404,0.0514982352519018,0.0588606740764813
0.0345575191894877,-0.024153453896746,0.34912669469818,0.0895959723999026,0.0322725593228589,0.0889856246198706,0.0354249930542085,0.084437950281287,0.0470416383311725,0.075745790510538,0.065474611589667,0.0697102928334362,0.0734340490932331,0.0551475306722521,0.0906232579113288,0.049081787138492,0.0894546834494461,0.0463015005967589,0.0852195046088221,0.0452893388144564,0.0808038064937028,0.0466067137554837,0.0758788670807961,0.0489818758542487,0.070925506825525
0.0376991118430775,-0.0253812898456987,0.408158939467958,0.086860288445023,0.0382923305715172,0.0862696020486735,0.0419315358310871,0.0817963980937719,0.0554094568432078,0.0732219431814111,0.0768945770054777,0.0672500075849017,0.0862741275853855,0.0527867480786787,0.106679656161026,0.0467210367578482,0.105549039008699,0.0439193996224925,0.100724720622376,0.0428824108098899,0.0956188575736427,0.044174502452279,0.089850016476021,0.0465250174717336,0.0840247187983529
0.0408407044966673,-0.0264650105471847,0.46987120464939,0.0841603335626544,0.044799320706216,0.0835902809478219,0.0489327930759938,0.079195910663157,0.0643247876603514,0.0707468305637422,0.0889808576817973,0.0648432425467832,0.0998691795639741,0.0504887359752041,0.123741723288937,0.0444248201194061,0.122732703255664,0.0416014317859521,0.117338107522234,0.040538517796325,0.111531931650859,0.0418036539598999,0.104877537478085,0.0441276333691561,0.0981286197623452
0.0439822971502571,-0.0274097670572428,0.533748728005582,0.0814962401017341,0.0517868050341779,0.0809476470771674,0.056415955309082,0.0766360434466493,0.0737550197025068,0.0683194573771054,0.101672131576389,0.0624888172277849,0.114148923024458,0.048252367732209,0.1417275615791,0.042192367565394,0.140937402461968,0.0393471420615355,0.135004999800746,0.0382574415572192,0.12849874254182,0.0394940714741019,0.120924207116446,0.041789688267761,0.113205481469065
0.0471238898038469,-0.0282209628291943,0.599270760257053,0.0788681584399799,0.0592482157148373,0.078341704869153,0.0643686825771287,0.0741163687083476,0.0836687496340277,0.0659388328851732,0.114908623171654,0.0601855425687049,0.129043993479168,0.0460764820247594,0.160554118842016,0.0400228741271707,0.160092664751299,0.0371560472343184,0.153668247934281,0.0360389439521891,0.146472574888763,0.0372456440678287,0.137950599942142,0.0395111368340028,0.129221611553862
0.0502654824574367,-0.0289042218459263,0.665916611612898,0.0762762577056251,0.0671772007633677,0.0757724798059398,0.0727792436514625,0.0716364824713616,0.0940361750353661,0.0636039830599203,0.128632857965972,0.0579322341156658,0.144486785487484,0.0439598924626139,0.180138018491195,0.0379155043709526,0.180126365663537,0.0350276374209834,0.173268540419537,0.0338827663170579,0.165404460248331,0.0350582452731406,0.155915193520652,0.0372919220673721,0.146141420069304
0.0534070751110265,-0.0294653560745893,0.733171499774203,0.073720726296103,0.0755676642618124,0.0732400204158046,0.0816366193733506,0.0691960106664747,0.104829405457594,0.0613139617005243,0.142790295492851,0.0557277243176854,0.160412186875129,0.041901396969131,0.200396335602776,0.0358693972117251,0.200965255506947,0.0329613775796929,0.193744719850764,0.0317886288122413,0.185243348648209,0.032931731581263,0.174774467886551,0.0351319735932191,0.163927479467551
0.0565486677646163,-0.0299103325286693,0.800532114424378,0.0712017721786426,0.084413787591216,0.0707443998602565,0.0909305701039517,0.0667946144045692,0.116022690623962,0.0590678603673868,0.1573298358572,0.0535708737873898,0.176758197457718,0.0398997867891385,0.221247308937944,0.0338836706377246,0.222535462753997,0.0309567089893048,0.215034090844249,0.0297562297199226,0.205936275696796,0.0308659408672313,0.194482999984814,0.033031205867387,0.182540579347057
