delta_phi,E_nu_1.000,VarCRB_nu_1.000,E_nu_0.970,VarCRB_nu_0.970,E_nu_0.971,VarCRB_nu_0.971,E_nu_0.972,VarCRB_nu_0.972
0.128805298797182,-0.0407555307257716,1.43691357927937,0.0308457387040694,0.352730240778518,0.0317287280581069,0.347011861412765,0.0325930925228241,0.341547409359545
0.131946891450771,-0.0402856886950033,1.46527222657337,0.0292506469694865,0.36790824352769,0.0301187117688891,0.362010997776891,0.0309685613154684,0.356373746346887
0.135088484104361,-0.0397873616527467,1.49177483640403,0.0276932433108859,0.383247622334102,0.028546231872762,0.377176069958225,0.0293814162954359,0.371370275159962
0.138230076757951,-0.0392631278373756,1.51640356477488,0.026173448872336,0.398734470910286,0.0270112233420907,0.392493597919233,0.0278316057970052,0.386523927481181
0.141371669411541,-0.0387154884422966,1.53914944633285,0.0246911711327607,0.414354583823821,0.0255136076314085,0.407949788773974,0.0263190647883044,0.401821309509788
0.14451326206513,-0.0381468645405366,1.56001203545311,0.0232463032970881,0.430093468913527,0.0240532920484385,0.423530547986302,0.0248437142231461,0.417248711989482
0.14765485471872,-0.0375595943911031,1.57899901067874,0.0218387237063752,0.445936361895868,0.0226301691431235,0.439221492775359,0.02340546040989,0.432792122456061
0.15079644737231,-0.0369559311240128,1.59612574735831,0.0204682952699844,0.461868243170068,0.0212441161177629,0.455007967741543,0.0220041944004624,0.448437239722664
0.1539380400259,-0.0363380407991337,1.61141486333082,0.0191348649229348,0.477873856817956,0.0198949942614252,0.470875062714328,0.020639791402731,0.464169490608992
0.15707963267949,-0.0357080008322924,1.62489574246498,0.0178382631116042,0.493937731781633,0.018582648411851,0.486807632810946,0.0193121102194977,0.47997404890922
0.160221225333079,-0.0350677987805461,1.63660404077425,0.0165783033109671,0.510044205188618,0.0173069064480924,0.502790320682062,0.0180209927174005,0.495835856581006
0.163362817986669,-0.0344193314770488,1.64658117970184,0.0153547815765664,0.526177447780335,0.0160675788171446,0.518807580907204,0.0167662633290435,0.511739647125001
0.166504410640259,-0.0337644045045905,1.6548738310068,0.0141674761343928,0.5423214913853,0.0148644580978164,0.534843706488516,0.0155477285916679,0.52766997111044
0.169646003293849,-0.033104731995665,1.66153339748643,0.0130161470118007,0.558460258363706,0.0136973186050492,0.550882857376886,0.0143651767256462,0.543611223788312
0.172787595947439,-0.0324419367458018,1.66661549354623,0.0119005357125306,0.574577592934786,0.0125659160378388,0.566909090949479,0.0132183772560445,0.559547674718276
0.175929188601028,-0.0317775506259245,1.67017942938104,0.0108203649388078,0.590657294282839,0.0114699871738294,0.58290639434187,0.0121070806804063,0.575463499320336
0.179070781254618,-0.0311130152786228,1.67228770226371,0.00977533836337713,0.60668315132206,0.0104092496135376,0.598858718522597,0.0110310181858202,0.591342812246127
0.182212373908208,-0.030449683082499,1.67300549815488,0.00876514045418317,0.622638978984569,0.00938340157703002,0.614750013981413,0.00998990141820275,0.607169702448617
0.185353966561798,-0.0297888183681351,1.67240020655416,0.00778943635423629,0.638508655880354,0.00839212175570914,0.630564267887098,0.00898342230655874,0.622928269812749
0.188495559215388,-0.0291315988687327,1.67054095121164,0.00684787181900598,0.654276163162385,0.00743506922167228,0.646285542554327,0.00801125294480978,0.638602663193266
0.191637151868977,-0.028479117388118,1.66749813901463,0.00594007321345658,0.669925624415309,0.0065118833968866,0.661898015043923,0.00707304553355695,0.65417711968994
0.194778744522567,-0.0278323836685416,1.66334302905953,0.0050656475705893,0.68544134637174,0.00562218408417528,0.677386017705888,0.00616843238390044,0.669636004975142
0.197920337176157,-0.0271923264405735,1.65814732361789,0.0042241827130754,0.70080786024684,0.00476557156173493,0.692734079460323,0.00529702598517276,0.684963854473626
0.201061929829747,-0.0265597956373605,1.65198278241018,0.00341524743926228,0.716009963469657,0.00394162674260506,0.707926967598484,0.00445841913814329,0.700145415180712
0.204203522483337,-0.0259355647555866,1.64492086131426,0.00263839177451294,0.731032761578402,0.00314991140018986,0.722949729874012,0.0036521851549246,0.715165687892299
0.207345115136926,-0.0253203333456514,1.63703237636011,0.00189314728848952,0.745861710037777,0.00238996846057776,0.737787736644353,0.00287787812647725,0.730009969608646
0.210486707790516,-0.0247147296138422,1.62838719359955,0.00117902747862975,0.760482655728304,0.00166132236205316,0.7524267228131,0.00213503325823314,0.744663895864262
0.213628300444106,-0.0241193131196334,1.61905394519186,0.000495528219685709,0.774881877851932,0.000963479481796259,0.766852829317632,0.00142316727397723,0.759113482728196
0.216769893097696,-0.0235345775516611,1.60909977181397,-0.000157871721204572,0.789046127994532,0.000295928629385905,0.781052643900929,0.000741778887730582,0.773345168213251
0.219911485751286,-0.0229609535664425,1.59859009128935,-0.000781710104832495,0.802962669083968,-0.000341858393700739,0.795013240904427,9.03493429600111e-05,0.787345852828547
0.223053078404875,-0.0223988116744489,1.58758839313187,-0.00137654057696607,0.81661931298378,-0.000950426169802288,0.808722219817919,-0.000531656981977047,0.80110293900891
0.226194671058465,-0.0218484651587899,1.57615605852258,-0.00194293196387077,0.830004456465172,-0.00153033497763846,0.82216774232501,-0.00112479190366957,0.814604369155205
