delta_phi,E_nu_1.000,VarCRB_nu_1.000,E_nu_0.970,VarCRB_nu_0.970,E_nu_0.971,VarCRB_nu_0.971,E_nu_0.972,VarCRB_nu_0.972,E_nu_0.973,VarCRB_nu_0.973,E_nu_0.974,VarCRB_nu_0.974,E_nu_0.975,VarCRB_nu_0.975,E_nu_0.976,VarCRB_nu_0.976,E_nu_0.977,VarCRB_nu_0.977,E_nu_0.978,VarCRB_nu_0.978,E_nu_0.979,VarCRB_nu_0.979,E_nu_0.980,VarCRB_nu_0.980
0.00314159265358979,-0.00306502190039385,0.0023806912965344,0.0862979297940891,0.000530535958162565,0.0863506198848602,0.000506910813927616,0.0869258214987901,0.000486765056096522,0.0887106575498307,0.000463631806545732,0.0908373215549842,0.000440852795096727,0.0928315217259512,0.000421612715493107,0.0947342833408555,0.000404543376632781,0.0965227150620785,0.00038950330579156,0.0982183697435992,0.000376032486164153,0.0998377731945371,0.000363822910894082,0.1013931374775,0.000352660212496574
0.00628318530717959,-0.00597706151724713,0.00950590335353278,0.0832412301703669,0.00212073841755423,0.0832915495087251,0.00202644772217317,0.083864644037907,0.00194600510825157,0.0856473472062665,0.00185358773633623,0.0877719422847015,0.00176257757401501,0.0897642896118288,0.00168569765606546,0.0916653376736818,0.00161748756756659,0.0934521882160806,0.00155738181036964,0.0951463671197242,0.00150354337831565,0.096764381082927,0.00145474207629605,0.0983184283467058,0.00141012154608301
0.00942477796076938,-0.00873659573032225,0.0213252257922265,0.0802410918888341,0.0047664008191657,0.0802874749572339,0.0045550319033581,0.0808570686990059,0.00437456180123804,0.0826362228489443,0.00416705573368852,0.0847573734487292,0.00396267928303945,0.0867466357005971,0.00379000064597379,0.0886448303700616,0.00363678000287951,0.0904290478555202,0.00350174649865868,0.0921207691506304,0.0033807783189263,0.0937364691437894,0.00327111438580083,0.0952883230688609,0.0031708320652876
0.0125663706143592,-0.0113444167158605,0.0377552225798359,0.0772974640240219,0.00846054429342072,0.0773383676794754,0.00808672436914647,0.077903083395642,0.00776719428580342,0.0796772810477779,0.00739937017775167,0.0817936172092223,0.00703701848125277,0.083778566647848,0.00673078262422136,0.0856727718785531,0.00645901697214676,0.0874533077901979,0.00621946615637629,0.0891415926780398,0.00600483089325137,0.0907540569834836,0.00581021963803872,0.0923028437908617,0.00563222476847258
0.015707963267949,-0.013801628032263,0.0586802953440701,0.0744102754613387,0.0131934649755134,0.0744441876829505,0.0126132637887158,0.0750026710533919,0.0121166130268165,0.0767705168019143,0.0115440427630131,0.0788806763813005,0.010979839003313,0.0808600915529447,0.0105028456647835,0.0827491766064882,0.0100794686254298,0.0845249871323381,0.00970619217268186,0.0862088610588946,0.0093716679074005,0.087817171830146,0.00906828691391753,0.0893620212988495,0.00879074568406856
0.0188495559215388,-0.0161096391812837,0.0839538750069875,0.0715794350754423,0.0189527987313383,0.0716048835114699,0.0181241179936021,0.072155809456509,0.0174135255737623,0.0739159233412752,0.0165928041323571,0.0760185542214099,0.0157838051233919,0.0779912217407718,0.0150995678094654,0.0798740626994669,0.0144921123227623,0.0816441100751695,0.0139563915079999,0.0833226039438995,0.0134761628711495,0.084925848312872,0.0130405293910428,0.0864658947985826,0.0126418908351912
0.0219911485751286,-0.0182701586854822,0.113399925100904,0.0688048319557586,0.025723601868798,0.0688203922154963,0.0246065478113441,0.0693624710508544,0.0236466928475026,0.0711134918717941,0.0225356547866923,0.0732072541555978,0.0214400467823121,0.0751719704814422,0.0205129452515192,0.0770474517580675,0.0196896728239173,0.0788107056083624,0.0189633862298626,0.0804828569928146,0.018312135958328,0.0820801281777397,0.0177211856978659,0.083614511632904,0.0171802499452125
0.0251327412287183,-0.0202851857336099,0.146814735894019,0.066086335676353,0.0334884461231312,0.0660906393140349,0.0320456816207933,0.0666226227031979,0.0308029942368521,0.0683632112646721,0.0293609235375753,0.0704467794480039,0.0279382111957954,0.0724023526482212,0.0267336401666996,0.0742693684919599,0.0256636675682561,0.0760248071704357,0.024719397771255,0.0776896615265454,0.0238723984581646,0.0792800599406514,0.0231035656313742,0.0808079269362128,0.0223995544628636
0.0282743338823081,-0.0221570004560503,0.183968984590772,0.0634237966068051,0.0422275259965523,0.0634155387470007,0.0404245988494641,0.0639362254170064,0.0388674996345574,0.0656650676900584,0.0370553316144674,0.0677371328099635,0.0352665190212824,0.0696823843139989,0.0337510323557262,0.0715398403116601,0.0324044551680441,0.0732864522382881,0.0312155939436064,0.0749430641160912,0.030148799611867,0.0765256984769808,0.0291800979466246,0.0780462032258472,0.028292727375185
0.0314159265358979,-0.0238881529022232,0.224610033447922,0.0608170462602212,0.0519187764065299,0.0607949928168424,0.0497244205478644,0.061303234004906,0.0478235464785254,0.0630190441956666,0.045604060489629,0.0650783159502119,0.0434118232266303,0.0670120822867386,0.0415532728400324,0.0688588968582545,0.0399012852288136,0.0705956818540728,0.0384421367402164,0.0722431161084789,0.0371322737485038,0.0738171045480411,0.0359423779667058,0.075329409930304,0.0348519323438867
