data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate
2025-05-23--18h-53m-21s,0.5,0.0,35.0,4.5,40.0,2.664480725276315,0.3172771730595597
2025-05-23--18h-53m-21s,0.0,0.0,37.0,3.0,40.0,2.7907583189782468,0.0
2025-05-23--18h-53m-21s,0.5,0.0,33.0,6.5,40.0,2.5636044183967206,0.2667111521503259
2025-05-23--18h-53m-21s,0.5,1.0,33.0,5.5,40.0,2.5186801516870747,0.28872253391069386
2025-05-23--18h-53m-21s,1.5,1.0,35.0,2.5,40.0,2.6118638991287852,0.6518095024818801
2025-05-23--18h-53m-21s,1.0,0.0,37.0,2.0,40.0,2.7907583189782468,0.6084259956212019
2025-05-23--18h-53m-21s,0.0,0.0,35.0,5.0,40.0,2.664480725276315,0.0
2025-05-23--18h-53m-21s,0.5,0.0,36.0,3.5,40.0,2.723107492325756,0.3564338525814142
2025-05-23--18h-53m-21s,0.0,1.0,32.0,7.0,40.0,2.4764067053368013,0.0
2025-05-23--18h-53m-21s,3.0,0.0,31.0,6.0,40.0,2.4764067053368013,0.6084259956212019
2025-05-23--18h-53m-21s,0.0,0.0,35.0,5.0,40.0,2.664480725276315,0.0
2025-05-23--18h-53m-21s,0.5,0.0,36.0,3.5,40.0,2.723107492325756,0.3564338525814142
2025-05-23--18h-53m-21s,0.5,0.0,36.0,3.5,40.0,2.723107492325756,0.3564338525814142
2025-05-23--18h-53m-21s,1.0,2.0,32.0,5.0,40.0,2.4362991516840635,0.4149717231447266
2025-05-23--18h-53m-21s,1.5,0.0,34.0,4.5,40.0,2.6118638991287852,0.517127578698283
2025-05-23--18h-53m-21s,0.5,0.0,37.0,2.5,40.0,2.7907583189782468,0.4149717231447266
2025-05-23--18h-53m-21s,0.5,0.0,37.0,2.5,40.0,2.7907583189782468,0.4149717231447266
2025-05-23--18h-53m-21s,0.5,0.0,31.0,8.5,40.0,2.4764067053368013,0.2345277804372816
2025-05-23--18h-53m-21s,0.5,0.0,33.0,6.5,40.0,2.5636044183967206,0.2667111521503259
2025-05-23--18h-53m-21s,0.0,2.0,32.0,6.0,40.0,2.4362991516840635,0.0
2025-05-23--18h-53m-21s,0.5,0.0,36.0,3.5,40.0,2.723107492325756,0.3564338525814142
2025-05-23--18h-53m-21s,0.0,1.0,38.0,1.0,40.0,2.7907583189782468,0.0
2025-05-23--18h-53m-21s,0.5,0.0,37.0,2.5,40.0,2.7907583189782468,0.4149717231447266
2025-05-23--18h-53m-21s,0.0,0.0,35.0,5.0,40.0,2.664480725276315,0.0
2025-05-23--18h-53m-21s,0.5,0.0,35.0,4.5,40.0,2.664480725276315,0.3172771730595597
2025-05-23--18h-53m-21s,1.0,0.0,34.0,5.0,40.0,2.6118638991287852,0.4149717231447266
2025-05-23--18h-53m-21s,1.0,0.0,35.0,4.0,40.0,2.664480725276315,0.45767422457177315
2025-05-23--18h-53m-21s,1.0,0.0,36.0,3.0,40.0,2.723107492325756,0.517127578698283
2025-05-23--18h-53m-21s,1.0,0.0,35.0,4.0,40.0,2.664480725276315,0.45767422457177315
2025-05-23--18h-53m-21s,2.0,0.0,35.0,3.0,40.0,2.664480725276315,0.6773814595049629
2025-05-23--18h-53m-21s,2.5,0.0,31.0,6.5,40.0,2.4764067053368013,0.5484246648367209
2025-05-23--18h-53m-21s,0.5,0.0,36.0,3.5,40.0,2.723107492325756,0.3564338525814142
2025-05-23--18h-53m-21s,1.0,0.0,33.0,6.0,40.0,2.5636044183967206,0.38237550466972126
2025-05-23--18h-53m-21s,0.5,0.0,35.0,4.5,40.0,2.664480725276315,0.3172771730595597
2025-05-23--18h-53m-21s,1.5,0.0,31.0,7.5,40.0,2.4764067053368013,0.4149717231447266
2025-05-23--18h-53m-21s,0.5,0.0,34.0,5.5,40.0,2.6118638991287852,0.28872253391069386
2025-05-23--18h-53m-21s,3.0,0.0,31.0,6.0,40.0,2.4764067053368013,0.6084259956212019
2025-05-23--18h-53m-21s,0.5,0.0,35.0,4.5,40.0,2.664480725276315,0.3172771730595597
2025-05-23--18h-53m-21s,1.5,0.0,34.0,4.5,40.0,2.6118638991287852,0.517127578698283
2025-05-23--18h-53m-21s,0.0,0.0,35.0,5.0,40.0,2.664480725276315,0.0
2025-05-23--18h-53m-21s,0.5,0.0,36.0,3.5,40.0,2.723107492325756,0.3564338525814142
2025-05-23--18h-53m-21s,1.0,0.0,36.0,3.0,40.0,2.723107492325756,0.517127578698283
2025-05-23--18h-53m-21s,1.5,0.0,33.0,5.5,40.0,2.5636044183967206,0.4751464843588339
2025-05-23--18h-53m-21s,0.5,1.0,36.0,2.5,40.0,2.664480725276315,0.4149717231447266
2025-05-23--18h-53m-21s,1.0,0.0,35.0,4.0,40.0,2.664480725276315,0.45767422457177315
2025-05-23--18h-53m-21s,0.5,0.0,36.0,3.5,40.0,2.723107492325756,0.3564338525814142
2025-05-23--18h-53m-21s,1.0,0.0,32.0,7.0,40.0,2.5186801516870747,0.3564338525814142
2025-05-23--18h-53m-21s,1.5,0.0,33.0,5.5,40.0,2.5636044183967206,0.4751464843588339
2025-05-23--18h-53m-21s,0.0,0.0,38.0,2.0,40.0,2.8742148526381652,0.0
2025-05-23--18h-53m-21s,0.0,0.0,34.0,6.0,40.0,2.6118638991287852,0.0
2025-05-23--18h-53m-21s,0.0,0.0,38.0,2.0,40.0,2.8742148526381652,0.0
2025-05-23--18h-53m-21s,0.0,0.0,36.0,4.0,40.0,2.723107492325756,0.0
2025-05-23--18h-53m-21s,0.5,2.0,31.0,6.5,40.0,2.397998956835325,0.2667111521503259
2025-05-23--18h-53m-21s,1.0,0.0,34.0,5.0,40.0,2.6118638991287852,0.4149717231447266
2025-05-23--18h-53m-21s,0.5,0.0,37.0,2.5,40.0,2.7907583189782468,0.4149717231447266
2025-05-23--18h-53m-21s,0.5,0.0,37.0,2.5,40.0,2.7907583189782468,0.4149717231447266
2025-05-23--18h-53m-21s,0.0,0.0,37.0,3.0,40.0,2.7907583189782468,0.0
2025-05-23--18h-53m-21s,0.5,1.0,35.0,3.5,40.0,2.6118638991287852,0.3564338525814142
2025-05-23--18h-53m-21s,1.5,0.0,34.0,4.5,40.0,2.6118638991287852,0.517127578698283
2025-05-23--18h-53m-21s,0.5,0.0,37.0,2.5,40.0,2.7907583189782468,0.4149717231447266
2025-05-23--18h-53m-21s,0.0,0.0,37.0,3.0,40.0,2.7907583189782468,0.0
2025-05-23--18h-53m-21s,2.0,0.0,33.0,5.0,40.0,2.5636044183967206,0.5571877672652946
2025-05-23--18h-53m-21s,0.5,0.0,38.0,1.5,40.0,2.8742148526381652,0.517127578698283
2025-05-23--18h-53m-21s,0.0,0.0,34.0,6.0,40.0,2.6118638991287852,0.0
2025-05-23--18h-53m-21s,0.0,0.0,37.0,3.0,40.0,2.7907583189782468,0.0
2025-05-23--18h-53m-21s,0.5,1.0,36.0,2.5,40.0,2.664480725276315,0.4149717231447266
2025-05-23--18h-53m-21s,1.0,0.0,35.0,4.0,40.0,2.664480725276315,0.45767422457177315
2025-05-23--18h-53m-21s,0.0,0.0,38.0,2.0,40.0,2.8742148526381652,0.0
2025-05-23--18h-53m-21s,0.0,0.0,33.0,7.0,40.0,2.5636044183967206,0.0
2025-05-23--18h-53m-21s,0.5,0.0,34.0,5.5,40.0,2.6118638991287852,0.28872253391069386
2025-05-23--18h-53m-21s,0.0,1.0,34.0,5.0,40.0,2.5636044183967206,0.0
2025-05-23--18h-53m-21s,1.5,1.0,34.0,3.5,40.0,2.5636044183967206,0.5727861596535196
2025-05-23--18h-53m-21s,0.0,0.0,34.0,6.0,40.0,2.6118638991287852,0.0
2025-05-23--18h-53m-21s,1.0,0.0,34.0,5.0,40.0,2.6118638991287852,0.4149717231447266
2025-05-23--18h-53m-21s,0.0,0.0,37.0,3.0,40.0,2.7907583189782468,0.0
2025-05-23--18h-53m-21s,0.5,0.0,36.0,3.5,40.0,2.723107492325756,0.3564338525814142
2025-05-23--18h-53m-21s,1.0,0.0,33.0,6.0,40.0,2.5636044183967206,0.38237550466972126
2025-05-23--18h-53m-21s,0.5,2.0,33.0,4.5,40.0,2.4764067053368013,0.3172771730595597
2025-05-23--18h-53m-21s,2.0,0.0,36.0,2.0,40.0,2.723107492325756,0.7778978821189679
2025-05-23--18h-53m-21s,0.5,0.0,35.0,4.5,40.0,2.664480725276315,0.3172771730595597
2025-05-23--18h-53m-21s,0.0,1.0,34.0,5.0,40.0,2.5636044183967206,0.0
2025-05-23--18h-53m-21s,0.5,0.0,36.0,3.5,40.0,2.723107492325756,0.3564338525814142
2025-05-23--18h-53m-21s,0.5,0.0,36.0,3.5,40.0,2.723107492325756,0.3564338525814142
2025-05-23--18h-53m-21s,0.0,0.0,34.0,6.0,40.0,2.6118638991287852,0.0
2025-05-23--18h-53m-21s,1.0,0.0,36.0,3.0,40.0,2.723107492325756,0.517127578698283
2025-05-23--18h-53m-21s,0.0,0.0,34.0,6.0,40.0,2.6118638991287852,0.0
2025-05-23--18h-53m-21s,0.0,2.0,30.0,8.0,40.0,2.361232066721791,0.0
2025-05-23--18h-53m-21s,1.0,0.0,35.0,4.0,40.0,2.664480725276315,0.45767422457177315
2025-05-23--18h-53m-21s,0.0,0.0,34.0,6.0,40.0,2.6118638991287852,0.0
2025-05-23--18h-53m-21s,1.0,0.0,36.0,3.0,40.0,2.723107492325756,0.517127578698283
2025-05-23--18h-53m-21s,0.5,1.0,36.0,2.5,40.0,2.664480725276315,0.4149717231447266
2025-05-23--18h-53m-21s,2.5,1.0,33.0,3.5,40.0,2.5186801516870747,0.6942879757304286
2025-05-23--18h-53m-21s,0.5,0.0,35.0,4.5,40.0,2.664480725276315,0.3172771730595597
2025-05-23--18h-53m-21s,2.0,0.0,33.0,5.0,40.0,2.5636044183967206,0.5571877672652946
2025-05-23--18h-53m-21s,0.5,1.0,35.0,3.5,40.0,2.6118638991287852,0.3564338525814142
2025-05-23--18h-53m-21s,0.5,1.0,33.0,5.5,40.0,2.5186801516870747,0.28872253391069386
2025-05-23--18h-53m-21s,0.0,0.0,37.0,3.0,40.0,2.7907583189782468,0.0
2025-05-23--18h-53m-21s,0.5,0.0,37.0,2.5,40.0,2.7907583189782468,0.4149717231447266
2025-05-23--18h-53m-21s,0.5,0.0,36.0,3.5,40.0,2.723107492325756,0.3564338525814142
2025-05-23--18h-53m-21s,0.0,0.0,37.0,3.0,40.0,2.7907583189782468,0.0
2025-05-23--18h-53m-21s,1.0,0.0,36.0,3.0,40.0,2.723107492325756,0.517127578698283
2025-05-23--18h-53m-21s,4.0,0.0,33.0,3.0,40.0,2.5636044183967206,0.8496406294441965
2025-05-23--18h-53m-21s,1.0,0.0,35.0,4.0,40.0,2.664480725276315,0.45767422457177315
2025-05-23--18h-53m-21s,0.0,0.0,38.0,2.0,40.0,2.8742148526381652,0.0
2025-05-23--18h-53m-21s,0.5,0.0,35.0,4.5,40.0,2.664480725276315,0.3172771730595597
2025-05-23--18h-53m-21s,0.5,0.0,35.0,4.5,40.0,2.664480725276315,0.3172771730595597
2025-05-23--18h-53m-21s,0.0,0.0,36.0,4.0,40.0,2.723107492325756,0.0
2025-05-23--18h-53m-21s,2.0,0.0,30.0,8.0,40.0,2.4362991516840635,0.45767422457177315
2025-05-23--18h-53m-21s,1.5,0.0,35.0,3.5,40.0,2.664480725276315,0.5727861596535196
2025-05-23--18h-53m-21s,1.0,0.0,36.0,3.0,40.0,2.723107492325756,0.517127578698283
2025-05-23--18h-53m-21s,0.5,0.0,36.0,3.5,40.0,2.723107492325756,0.3564338525814142
2025-05-23--18h-53m-21s,0.5,0.0,37.0,2.5,40.0,2.7907583189782468,0.4149717231447266
2025-05-23--18h-53m-21s,1.0,0.0,37.0,2.0,40.0,2.7907583189782468,0.6084259956212019
2025-05-23--18h-53m-21s,1.0,0.0,36.0,3.0,40.0,2.723107492325756,0.517127578698283
2025-05-23--18h-53m-21s,0.5,0.0,36.0,3.5,40.0,2.723107492325756,0.3564338525814142
2025-05-23--18h-53m-21s,0.5,0.0,35.0,4.5,40.0,2.664480725276315,0.3172771730595597
2025-05-23--18h-53m-21s,1.5,0.0,33.0,5.5,40.0,2.5636044183967206,0.4751464843588339
2025-05-23--18h-53m-21s,1.0,0.0,34.0,5.0,40.0,2.6118638991287852,0.4149717231447266
2025-05-23--18h-53m-21s,0.0,1.0,34.0,5.0,40.0,2.5636044183967206,0.0
2025-05-23--18h-53m-21s,1.0,1.0,35.0,3.0,40.0,2.6118638991287852,0.517127578698283
2025-05-23--18h-53m-21s,0.0,0.0,34.0,6.0,40.0,2.6118638991287852,0.0
2025-05-23--18h-53m-21s,1.0,1.0,35.0,3.0,40.0,2.6118638991287852,0.517127578698283
2025-05-23--18h-53m-21s,0.0,0.0,34.0,6.0,40.0,2.6118638991287852,0.0
2025-05-23--18h-53m-21s,2.5,0.0,31.0,6.5,40.0,2.4764067053368013,0.5484246648367209
2025-05-23--18h-53m-21s,0.0,0.0,37.0,3.0,40.0,2.7907583189782468,0.0
2025-05-23--18h-53m-21s,1.0,0.0,32.0,7.0,40.0,2.5186801516870747,0.3564338525814142
