,Measurement Basis,TT,TR,RT,RR
0,H,32428,32399,31523,33933
1,D,1123,61779,8069,57866
2,R,26218,38534,12104,53355
3,V,34286,31004,31898,33613
4,A,65350,1127,56639,7945
5,L,40128,24981,53598,12116
