Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,32428,32399,31523,33933,63951,66332
1,D,1123,61779,8069,57866,9192,119645
2,R,26218,38534,12104,53355,38322,91889
3,V,34286,31004,31898,33613,66184,64617
4,A,65350,1127,56639,7945,121989,9072
5,L,40128,24981,53598,12116,93726,37097
