theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,power,temperature
0.7853981633974483,0.32724923474893675,13.52503267170461,22.05558247447343,-11.547345368306722,-22.49369407296816,60,10,32.7C
