,Measurement Basis,TT,TR,RT,RR
0,H,37902,40728,42715,34505
1,D,44684,32917,34274,42257
2,R,71970,1683,88946,2297
3,V,34264,43953,46742,32227
4,A,27649,52033,55593,25269
5,L,1235,83243,2130,64975
