theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
1.437677994015668,0,24.051806207109752,41.06772771133115,-29.745974999731786,-40.09805808448084,0.0001,5000
