,Measurement Basis,TT,TR,RT,RR
0,H,32813,31931,32615,33519
1,D,26341,38050,11959,53534
2,R,66271,1247,56978,8036
3,V,34440,30938,30906,34245
4,A,39854,25072,52245,12228
5,L,1089,61773,7845,58413
