angle,singles,coincidences
0.0,6657.0,1297
9.473684210526317,13530.0,2726
18.94736842105263,18401.0,3880
28.421052631578945,20837.0,4460
37.89473684210526,18776.0,3970
47.368421052631575,13319.0,2701
56.84210526315789,6922.0,1332
66.3157894736842,1620.0,299
75.78947368421052,394.0,24
85.26315789473684,3902.0,737
94.73684210526316,10000.0,1947
104.21052631578948,16278.0,3425
113.68421052631578,20022.0,4127
123.1578947368421,20343.0,4255
132.6315789473684,16264.0,3454
142.10526315789474,10210.0,2009
151.57894736842104,3815.0,704
161.05263157894734,343.0,30
170.52631578947367,1547.0,279
180.0,6787.0,1300
68.47164711052116,887.0,135
69.58275822163228,633.0,91
70.69386933274339,405.0,44
71.80498044385449,266.0,9
72.9160915549656,206.0,2
74.02720266607672,207.0,8
75.13831377718783,272.0,26
76.24942488829893,403.0,42
77.36053599941005,620.0,76
78.47164711052116,851.0,112
23.471647110521157,19911.0,4184
25.471647110521157,20252.0,4239
27.47164711052116,20454.0,4358
29.47164711052116,20709.0,4456
31.47164711052116,20249.0,4331
33.47164711052116,19849.0,4216
