Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,73795,73445,84697,65224,158492,138669
1,D,6740,143264,1140,132816,7880,276080
2,R,101955,45330,76764,73355,178719,118685
3,V,70733,76932,76823,71564,147556,148496
4,A,137499,7831,165501,1472,303000,9303
5,L,43174,105335,90559,62083,133733,167418
