data_dir,C,SB,DB_V,DB_H,N
2025-06-21--01h-45m-32s,1.0,103.0,44.0,52.0,200.0
2025-06-21--01h-45m-32s,5.0,88.0,55.0,52.0,200.0
2025-06-21--01h-45m-32s,6.0,101.0,35.0,58.0,200.0
2025-06-21--01h-45m-32s,5.0,100.0,41.0,54.0,200.0
2025-06-21--01h-45m-32s,3.0,97.0,46.0,54.0,200.0
2025-06-21--01h-45m-32s,3.0,104.0,46.0,47.0,200.0
2025-06-21--01h-45m-32s,3.0,92.0,45.0,60.0,200.0
2025-06-21--01h-45m-32s,4.0,81.0,59.0,56.0,200.0
2025-06-21--01h-45m-32s,6.0,90.0,50.0,54.0,200.0
2025-06-21--01h-45m-32s,4.0,109.0,44.0,43.0,200.0
2025-06-21--01h-45m-32s,3.0,104.0,45.0,48.0,200.0
2025-06-21--01h-45m-32s,6.0,96.0,48.0,50.0,200.0
2025-06-21--01h-45m-32s,5.0,90.0,57.0,48.0,200.0
2025-06-21--01h-45m-32s,3.0,100.0,55.0,42.0,200.0
2025-06-21--01h-45m-32s,4.0,98.0,40.0,58.0,200.0
2025-06-21--01h-45m-32s,0.0,100.0,40.0,60.0,200.0
2025-06-21--01h-45m-32s,2.0,99.0,53.0,46.0,200.0
2025-06-21--01h-45m-32s,1.0,100.0,47.0,52.0,200.0
2025-06-21--01h-45m-32s,3.0,90.0,52.0,55.0,200.0
2025-06-21--01h-45m-32s,2.0,91.0,50.0,57.0,200.0
2025-06-21--01h-45m-32s,4.0,101.0,44.0,51.0,200.0
2025-06-21--01h-45m-32s,7.0,81.0,54.0,58.0,200.0
2025-06-21--01h-45m-32s,4.0,96.0,56.0,44.0,200.0
2025-06-21--01h-45m-32s,8.0,102.0,38.0,52.0,200.0
2025-06-21--01h-45m-32s,3.0,106.0,41.0,50.0,200.0
2025-06-21--01h-45m-32s,5.0,88.0,47.0,60.0,200.0
2025-06-21--01h-45m-32s,1.0,100.0,40.0,59.0,200.0
2025-06-21--01h-45m-32s,6.0,88.0,46.0,60.0,200.0
2025-06-21--01h-45m-32s,2.0,95.0,47.0,56.0,200.0
2025-06-21--01h-45m-32s,1.0,90.0,51.0,58.0,200.0
2025-06-21--01h-45m-32s,10.0,81.0,49.0,60.0,200.0
2025-06-21--01h-45m-32s,3.0,109.0,46.0,42.0,200.0
2025-06-21--01h-45m-32s,3.0,101.0,50.0,46.0,200.0
2025-06-21--01h-45m-32s,1.0,111.0,39.0,49.0,200.0
2025-06-21--01h-45m-32s,7.0,87.0,57.0,49.0,200.0
2025-06-21--01h-45m-32s,5.0,97.0,28.0,70.0,200.0
2025-06-21--01h-45m-32s,5.0,103.0,44.0,48.0,200.0
2025-06-21--01h-45m-32s,3.0,99.0,44.0,54.0,200.0
2025-06-21--01h-45m-32s,2.0,102.0,45.0,51.0,200.0
2025-06-21--01h-45m-32s,5.0,97.0,38.0,60.0,200.0
2025-06-21--01h-45m-32s,2.0,103.0,45.0,50.0,200.0
2025-06-21--01h-45m-32s,3.0,100.0,43.0,54.0,200.0
2025-06-21--01h-45m-32s,5.0,94.0,61.0,40.0,200.0
2025-06-21--01h-45m-32s,2.0,96.0,51.0,51.0,200.0
2025-06-21--01h-45m-32s,6.0,95.0,41.0,58.0,200.0
2025-06-21--01h-45m-32s,3.0,97.0,50.0,50.0,200.0
2025-06-21--01h-45m-32s,9.0,93.0,45.0,53.0,200.0
2025-06-21--01h-45m-32s,4.0,101.0,41.0,54.0,200.0
2025-06-21--01h-45m-32s,3.0,98.0,53.0,46.0,200.0
2025-06-21--01h-45m-32s,3.0,100.0,53.0,44.0,200.0
