detector_a_name,detector_b_name,estimation_label,repetition,coincidences,timestamp
9,12,DB_H,0,0,2025-05-23--16h-55m-22s-531068
9,11,SB,0,1,2025-05-23--16h-55m-22s-531068
9,10,SB,0,2,2025-05-23--16h-55m-22s-531068
11,12,SB,0,0,2025-05-23--16h-55m-22s-531068
10,12,SB,0,0,2025-05-23--16h-55m-22s-531068
10,11,DB_V,0,0,2025-05-23--16h-55m-22s-531068
1,9,C,0,0,2025-05-23--16h-55m-22s-531068
1,12,C,0,0,2025-05-23--16h-55m-22s-531068
1,11,C,0,0,2025-05-23--16h-55m-22s-531068
1,10,C,0,0,2025-05-23--16h-55m-22s-531068
1,4,DB_H,0,2,2025-05-23--16h-55m-22s-531068
1,7,SB,0,0,2025-05-23--16h-55m-22s-531068
1,2,SB,0,0,2025-05-23--16h-55m-22s-531068
4,9,C,0,0,2025-05-23--16h-55m-22s-531068
4,12,C,0,0,2025-05-23--16h-55m-22s-531068
4,11,C,0,0,2025-05-23--16h-55m-22s-531068
4,10,C,0,0,2025-05-23--16h-55m-22s-531068
4,7,SB,0,0,2025-05-23--16h-55m-22s-531068
7,9,C,0,0,2025-05-23--16h-55m-22s-531068
7,12,C,0,0,2025-05-23--16h-55m-22s-531068
7,11,C,0,0,2025-05-23--16h-55m-22s-531068
7,10,C,0,0,2025-05-23--16h-55m-22s-531068
2,9,C,0,0,2025-05-23--16h-55m-22s-531068
2,12,C,0,0,2025-05-23--16h-55m-22s-531068
2,11,C,0,0,2025-05-23--16h-55m-22s-531068
2,10,C,0,0,2025-05-23--16h-55m-22s-531068
2,4,SB,0,0,2025-05-23--16h-55m-22s-531068
2,7,DB_V,0,0,2025-05-23--16h-55m-22s-531068
9,12,DB_H,1,1,2025-05-23--16h-55m-22s-555047
9,11,SB,1,0,2025-05-23--16h-55m-22s-555047
9,10,SB,1,0,2025-05-23--16h-55m-22s-555047
11,12,SB,1,0,2025-05-23--16h-55m-22s-555047
10,12,SB,1,0,2025-05-23--16h-55m-22s-555047
10,11,DB_V,1,0,2025-05-23--16h-55m-22s-555047
1,9,C,1,0,2025-05-23--16h-55m-22s-555047
1,12,C,1,0,2025-05-23--16h-55m-22s-555047
1,11,C,1,0,2025-05-23--16h-55m-22s-555047
1,10,C,1,0,2025-05-23--16h-55m-22s-555047
1,4,DB_H,1,1,2025-05-23--16h-55m-22s-555047
1,7,SB,1,0,2025-05-23--16h-55m-22s-555047
1,2,SB,1,0,2025-05-23--16h-55m-22s-555047
4,9,C,1,0,2025-05-23--16h-55m-22s-555047
4,12,C,1,0,2025-05-23--16h-55m-22s-555047
4,11,C,1,0,2025-05-23--16h-55m-22s-555047
4,10,C,1,0,2025-05-23--16h-55m-22s-555047
4,7,SB,1,0,2025-05-23--16h-55m-22s-555047
7,9,C,1,0,2025-05-23--16h-55m-22s-555047
7,12,C,1,0,2025-05-23--16h-55m-22s-555047
7,11,C,1,0,2025-05-23--16h-55m-22s-555047
7,10,C,1,0,2025-05-23--16h-55m-22s-555047
2,9,C,1,0,2025-05-23--16h-55m-22s-555047
2,12,C,1,0,2025-05-23--16h-55m-22s-555047
2,11,C,1,0,2025-05-23--16h-55m-22s-555047
2,10,C,1,0,2025-05-23--16h-55m-22s-555047
2,4,SB,1,0,2025-05-23--16h-55m-22s-555047
2,7,DB_V,1,0,2025-05-23--16h-55m-22s-555047
9,12,DB_H,3,1,2025-05-23--16h-55m-22s-592969
9,11,SB,3,0,2025-05-23--16h-55m-22s-592969
9,10,SB,3,0,2025-05-23--16h-55m-22s-592969
11,12,SB,3,0,2025-05-23--16h-55m-22s-592969
10,12,SB,3,0,2025-05-23--16h-55m-22s-592969
10,11,DB_V,3,0,2025-05-23--16h-55m-22s-592969
1,9,C,3,0,2025-05-23--16h-55m-22s-592969
1,12,C,3,0,2025-05-23--16h-55m-22s-592969
1,11,C,3,0,2025-05-23--16h-55m-22s-592969
1,10,C,3,0,2025-05-23--16h-55m-22s-592969
1,4,DB_H,3,1,2025-05-23--16h-55m-22s-592969
1,7,SB,3,0,2025-05-23--16h-55m-22s-592969
1,2,SB,3,0,2025-05-23--16h-55m-22s-592969
4,9,C,3,0,2025-05-23--16h-55m-22s-592969
4,12,C,3,0,2025-05-23--16h-55m-22s-592969
4,11,C,3,0,2025-05-23--16h-55m-22s-592969
4,10,C,3,0,2025-05-23--16h-55m-22s-592969
4,7,SB,3,0,2025-05-23--16h-55m-22s-592969
7,9,C,3,0,2025-05-23--16h-55m-22s-592969
7,12,C,3,0,2025-05-23--16h-55m-22s-592969
