detector_a_name,detector_b_name,detector_a_time_tag,detector_b_time_tag,timestamp,tomography_setting_t,tomography_setting_r,data_dir
4,9,2554308931177996800,2554308931177996800,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,4,2554308931189196288,2554308931189196288,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
9,12,2554308931189928448,2554308931189928448,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
9,12,2554308931194109952,2554308931194109952,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,9,2554308931202194432,2554308931202194432,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,9,2554308931231192064,2554308931231192064,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,4,2554308931234684416,2554308931234684416,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,4,2554308931240887808,2554308931240887808,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,9,2554308931241634304,2554308931241634304,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,12,2554308931249084928,2554308931249084928,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
9,12,2554308931249997312,2554308931249997312,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
9,12,2554308931258962432,2554308931258962432,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,9,2554308931263359488,2554308931263359488,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,12,2554308931265333248,2554308931265333248,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,9,2554308931269335552,2554308931269335552,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,9,2554308931275079168,2554308931275079168,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,9,2554308931276040192,2554308931276040192,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,12,2554308931279111168,2554308931279111168,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,9,2554308931283236864,2554308931283236864,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
9,12,2554308931284717056,2554308931284717056,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
9,12,2554308931303030272,2554308931303030272,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,9,2554308931304872448,2554308931304872448,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,4,2554308931307256832,2554308931307256832,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,9,2554308931338111488,2554308931338111488,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,9,2554308931338567168,2554308931338567168,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
9,12,2554308931345779712,2554308931345779712,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
9,12,2554308931358135808,2554308931358135808,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,4,2554308931362795520,2554308931362795520,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,9,2554308931363300352,2554308931363300352,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,4,2554308931364804096,2554308931364804096,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,9,2554308931376757248,2554308931376757248,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,4,2554308931377576448,2554308931377576448,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,9,2554308931381174272,2554308931381174272,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,12,2554308931388548608,2554308931388548608,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,9,2554308931391299584,2554308931391299584,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,9,2554308931393797120,2554308931393797120,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
9,12,2554308931400351232,2554308931400351232,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,9,2554308931413134336,2554308931413134336,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,12,2554308931423967232,2554308931423967232,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,12,2554308931424137216,2554308931424137216,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,12,2554308931441055744,2554308931441055744,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
9,12,2554308931445832192,2554308931445832192,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,12,2554308931448446464,2554308931448446464,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,9,2554308931464290304,2554308931464290304,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,4,2554308931468748288,2554308931468748288,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,12,2554308931477894144,2554308931477894144,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,9,2554308931477933056,2554308931477933056,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,9,2554308931482538496,2554308931482538496,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
9,12,2554308931483600896,2554308931483600896,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,12,2554308931486436352,2554308931486436352,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,4,2554308931495578624,2554308931495578624,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,12,2554308931500410368,2554308931500410368,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,12,2554308931516506112,2554308931516506112,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,9,2554308931518221824,2554308931518221824,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,12,2554308931531651072,2554308931531651072,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,12,2554308931534908416,2554308931534908416,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,9,2554308931542283264,2554308931542283264,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,4,2554308931548429824,2554308931548429824,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
1,12,2554308931554638848,2554308931554638848,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
9,12,2554308931561975296,2554308931561975296,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
4,12,2554308931566651904,2554308931566651904,2025-06-18--17h-23m-04s,H,H,2025-06-18--17h-22m-30s
