,Measurement Basis,TT,TR,RT,RR
0,H,5058,71750,5301,60016
1,D,19064,56092,25560,46924
2,R,42887,28646,49671,30756
3,V,61536,6167,81007,6050
4,A,47568,21688,65584,17303
5,L,24372,49430,43547,33310
