,Measurement Basis,TT,TR,RT,RR
0,H,40098,39298,47513,31587
1,D,73525,857,81999,7280
2,R,41761,38087,71395,15215
3,V,34039,46780,47699,32340
4,A,654,86228,8943,62210
5,L,32876,49558,19909,54381
