,Measurement Basis,TT,TR,RT,RR
0,H,77328,448,88468,1099
1,D,38734,46733,41603,35658
2,R,38547,45805,41400,36663
3,V,234,90900,570,65390
4,A,38852,45133,44490,34275
5,L,38727,46419,42860,34811
