,Measurement Basis,TT,TR,RT,RR
0,H,19362,100836,21571,82096
1,D,100171,20698,116191,14520
2,R,42734,77924,74329,45983
3,V,101005,19322,118137,12568
4,A,20173,98830,21965,84301
5,L,78206,43214,64785,52621
