data_dir,C',HH,SB,VV,N,theta_estimate,delta_phi_estimate,clipped_delta_phi_estimate
2025-06-23--18h-53m-14s,0.0,2.0,26.0,12.0,40.0,1.8234765819369754,,0.0
2025-06-23--18h-53m-14s,1.0,10.0,16.0,13.0,40.0,1.6458668178716132,0.22190204133297373,0.22190204133297373
2025-06-23--18h-53m-14s,0.0,6.0,17.0,17.0,40.0,1.8493860291865472,,0.0
2025-06-23--18h-53m-14s,2.0,5.0,22.0,11.0,40.0,1.7213645995715827,0.2745915591600324,0.2745915591600324
2025-06-23--18h-53m-14s,0.0,10.0,16.0,14.0,40.0,1.6709637479564565,,0.0
2025-06-23--18h-53m-14s,1.0,11.0,15.0,13.0,40.0,1.6208171836006666,0.23051048628331808,0.23051048628331808
2025-06-23--18h-53m-14s,0.0,11.0,19.0,10.0,40.0,1.5457937218955355,,0.0
2025-06-23--18h-53m-14s,0.0,8.0,22.0,10.0,40.0,1.6208171836006666,,0.0
2025-06-23--18h-53m-14s,0.0,5.0,23.0,12.0,40.0,1.746702094958613,,0.0
2025-06-23--18h-53m-14s,0.0,11.0,20.0,9.0,40.0,1.5207754699891267,,0.0
2025-06-23--18h-53m-14s,1.0,7.0,22.0,10.0,40.0,1.6458668178716132,0.181919079695135,0.181919079695135
2025-06-23--18h-53m-14s,0.0,9.0,18.0,13.0,40.0,1.6709637479564565,,0.0
2025-06-23--18h-53m-14s,0.0,8.0,22.0,10.0,40.0,1.6208171836006666,,0.0
2025-06-23--18h-53m-14s,0.0,9.0,20.0,11.0,40.0,1.6208171836006666,,0.0
2025-06-23--18h-53m-14s,0.0,11.0,17.0,12.0,40.0,1.5957989316942578,,0.0
2025-06-23--18h-53m-14s,0.0,7.0,15.0,18.0,40.0,1.8493860291865472,,0.0
2025-06-23--18h-53m-14s,0.0,10.0,17.0,13.0,40.0,1.6458668178716132,,0.0
2025-06-23--18h-53m-14s,0.0,12.0,18.0,10.0,40.0,1.5207754699891267,,0.0
2025-06-23--18h-53m-14s,1.0,11.0,17.0,11.0,40.0,1.5707963267948966,0.21397957697533332,0.21397957697533332
2025-06-23--18h-53m-14s,0.0,11.0,20.0,9.0,40.0,1.5207754699891267,,0.0
2025-06-23--18h-53m-14s,0.0,7.0,19.0,14.0,40.0,1.746702094958613,,0.0
2025-06-23--18h-53m-14s,1.0,5.0,24.0,10.0,40.0,1.696124157962962,0.17163646647239553,0.17163646647239553
2025-06-23--18h-53m-14s,1.0,8.0,15.0,16.0,40.0,1.7721542475852274,0.23051048628331808,0.23051048628331808
2025-06-23--18h-53m-14s,0.0,12.0,18.0,10.0,40.0,1.5207754699891267,,0.0
2025-06-23--18h-53m-14s,0.0,11.0,16.0,13.0,40.0,1.6208171836006666,,0.0
2025-06-23--18h-53m-14s,1.0,7.0,21.0,11.0,40.0,1.6709637479564565,0.1875210099034713,0.1875210099034713
2025-06-23--18h-53m-14s,0.0,4.0,18.0,18.0,40.0,1.9283674304404068,,0.0
2025-06-23--18h-53m-14s,0.0,6.0,24.0,10.0,40.0,1.6709637479564565,,0.0
2025-06-23--18h-53m-14s,0.0,6.0,19.0,15.0,40.0,1.7977393629734166,,0.0
2025-06-23--18h-53m-14s,0.0,10.0,18.0,12.0,40.0,1.6208171836006666,,0.0
2025-06-23--18h-53m-14s,0.0,13.0,15.0,12.0,40.0,1.5457937218955355,,0.0
2025-06-23--18h-53m-14s,1.0,10.0,16.0,13.0,40.0,1.6458668178716132,0.22190204133297373,0.22190204133297373
2025-06-23--18h-53m-14s,2.0,11.0,16.0,11.0,40.0,1.5707963267948966,0.32499669640657713,0.32499669640657713
2025-06-23--18h-53m-14s,0.0,11.0,16.0,13.0,40.0,1.6208171836006666,,0.0
2025-06-23--18h-53m-14s,1.0,10.0,21.0,8.0,40.0,1.5207754699891267,0.1875210099034713,0.1875210099034713
2025-06-23--18h-53m-14s,2.0,11.0,12.0,15.0,40.0,1.6709637479564565,0.37543098998450847,0.37543098998450847
2025-06-23--18h-53m-14s,0.0,6.0,17.0,17.0,40.0,1.8493860291865472,,0.0
2025-06-23--18h-53m-14s,0.0,5.0,23.0,12.0,40.0,1.746702094958613,,0.0
2025-06-23--18h-53m-14s,1.0,5.0,22.0,12.0,40.0,1.746702094958613,0.181919079695135,0.181919079695135
2025-06-23--18h-53m-14s,0.0,6.0,19.0,15.0,40.0,1.7977393629734166,,0.0
2025-06-23--18h-53m-14s,1.0,10.0,16.0,13.0,40.0,1.6458668178716132,0.22190204133297373,0.22190204133297373
2025-06-23--18h-53m-14s,0.0,12.0,14.0,14.0,40.0,1.6208171836006666,,0.0
2025-06-23--18h-53m-14s,0.0,7.0,17.0,16.0,40.0,1.7977393629734166,,0.0
2025-06-23--18h-53m-14s,1.0,4.0,19.0,16.0,40.0,1.8754889808102941,0.19983775471936452,0.19983775471936452
2025-06-23--18h-53m-14s,1.0,15.0,17.0,7.0,40.0,1.369438406004566,0.21397957697533332,0.21397957697533332
2025-06-23--18h-53m-14s,0.0,8.0,14.0,18.0,40.0,1.8234765819369754,,0.0
2025-06-23--18h-53m-14s,0.0,5.0,20.0,15.0,40.0,1.8234765819369754,,0.0
2025-06-23--18h-53m-14s,0.0,10.0,16.0,14.0,40.0,1.6709637479564565,,0.0
