,Measurement Basis,TT,TR,RT,RR
0,H,92487,1857,91539,1410
1,D,45470,47955,42328,37506
2,R,46098,47052,40721,37967
3,V,1290,91770,1059,66684
4,A,47041,45381,45845,34864
5,L,46638,46852,44863,35303
