data_dir,C,SB,DB_V,DB_H,N
2025-06-03--17h-34m-23s,41.0,30.0,10.0,119.0,200.0
2025-06-03--17h-34m-23s,40.0,37.0,16.0,107.0,200.0
2025-06-03--17h-34m-23s,27.0,31.0,11.0,131.0,200.0
2025-06-03--17h-34m-23s,47.0,38.0,10.0,105.0,200.0
2025-06-03--17h-34m-23s,37.0,38.0,7.0,118.0,200.0
2025-06-03--17h-34m-23s,45.0,38.0,12.0,105.0,200.0
2025-06-03--17h-34m-23s,38.0,37.0,8.0,117.0,200.0
2025-06-03--17h-34m-23s,51.0,38.0,16.0,95.0,200.0
2025-06-03--17h-34m-23s,35.0,53.0,9.0,103.0,200.0
2025-06-03--17h-34m-23s,29.0,39.0,12.0,120.0,200.0
2025-06-03--17h-34m-23s,39.0,31.0,15.0,115.0,200.0
2025-06-03--17h-34m-23s,44.0,37.0,10.0,109.0,200.0
2025-06-03--17h-34m-23s,36.0,32.0,7.0,125.0,200.0
2025-06-03--17h-34m-23s,35.0,41.0,12.0,112.0,200.0
2025-06-03--17h-34m-23s,27.0,50.0,6.0,117.0,200.0
2025-06-03--17h-34m-23s,30.0,49.0,10.0,111.0,200.0
2025-06-03--17h-34m-23s,41.0,45.0,7.0,107.0,200.0
2025-06-03--17h-34m-23s,26.0,38.0,13.0,123.0,200.0
2025-06-03--17h-34m-23s,36.0,37.0,7.0,120.0,200.0
2025-06-03--17h-34m-23s,32.0,39.0,9.0,120.0,200.0
2025-06-03--17h-34m-23s,41.0,34.0,12.0,113.0,200.0
2025-06-03--17h-34m-23s,31.0,33.0,12.0,124.0,200.0
2025-06-03--17h-34m-23s,33.0,31.0,13.0,123.0,200.0
2025-06-03--17h-34m-23s,36.0,41.0,12.0,111.0,200.0
2025-06-03--17h-34m-23s,29.0,38.0,11.0,122.0,200.0
2025-06-03--17h-34m-23s,37.0,41.0,13.0,109.0,200.0
2025-06-03--17h-34m-23s,35.0,35.0,7.0,123.0,200.0
2025-06-03--17h-34m-23s,43.0,31.0,15.0,111.0,200.0
2025-06-03--17h-34m-23s,26.0,42.0,10.0,122.0,200.0
2025-06-03--17h-34m-23s,45.0,30.0,16.0,109.0,200.0
2025-06-03--17h-34m-23s,41.0,37.0,13.0,109.0,200.0
2025-06-03--17h-34m-23s,33.0,33.0,11.0,123.0,200.0
2025-06-03--17h-34m-23s,32.0,32.0,9.0,127.0,200.0
2025-06-03--17h-34m-23s,32.0,47.0,10.0,111.0,200.0
2025-06-03--17h-34m-23s,37.0,27.0,10.0,126.0,200.0
2025-06-03--17h-34m-23s,34.0,32.0,9.0,125.0,200.0
2025-06-03--17h-34m-23s,38.0,40.0,19.0,103.0,200.0
2025-06-03--17h-34m-23s,32.0,42.0,11.0,115.0,200.0
2025-06-03--17h-34m-23s,41.0,32.0,9.0,118.0,200.0
2025-06-03--17h-34m-23s,41.0,41.0,8.0,110.0,200.0
2025-06-03--17h-34m-23s,31.0,47.0,17.0,105.0,200.0
2025-06-03--17h-34m-23s,39.0,32.0,14.0,115.0,200.0
2025-06-03--17h-34m-23s,33.0,43.0,8.0,116.0,200.0
