Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,32416,32401,31339,34491,63755,66892
1,D,984,62439,7281,58874,8265,121313
2,R,27417,37380,12809,53071,40226,90451
3,V,34715,30710,31528,34186,66243,64896
4,A,66200,979,57702,7455,123902,8434
5,L,39932,25980,52107,13112,92039,39092
