data_dir,C,DB_H,DB_V,SB,N,repetition,theta_estimate,delta_phi_estimate
2025-06-03--19h-09m-03s,5.0,29.0,0.0,6.0,40.0,,0.759761932507315,0.7398807743787408
2025-06-03--19h-09m-03s,6.0,23.0,3.0,8.0,40.0,,1.0471975511965976,0.7137243789447656
2025-06-03--19h-09m-03s,2.0,29.0,0.0,9.0,40.0,,0.759761932507315,0.4405106630046985
2025-06-03--19h-09m-03s,3.0,32.0,2.0,3.0,40.0,,0.7227342478134156,0.7853981633974483
2025-06-03--19h-09m-03s,3.0,25.0,2.0,10.0,40.0,,0.9581921787462742,0.5010930132653572
2025-06-03--19h-09m-03s,5.0,28.0,1.0,6.0,40.0,,0.8298316245918765,0.7398807743787408
2025-06-03--19h-09m-03s,5.0,25.0,0.0,10.0,40.0,,0.8956647938578649,0.6154797086703874
2025-06-03--19h-09m-03s,4.0,30.0,1.0,5.0,40.0,,0.759761932507315,0.7297276562269663
2025-06-03--19h-09m-03s,6.0,25.0,1.0,8.0,40.0,,0.9272952180016122,0.7137243789447656
2025-06-03--19h-09m-03s,4.0,29.0,0.0,7.0,40.0,,0.759761932507315,0.6472848480156524
2025-06-03--19h-09m-03s,4.0,28.0,2.0,6.0,40.0,,0.863211890069541,0.684719203002283
2025-06-03--19h-09m-03s,3.0,32.0,0.0,5.0,40.0,,0.6435011087932843,0.659058035826409
2025-06-03--19h-09m-03s,3.0,29.0,1.0,7.0,40.0,,0.7953988301841436,0.5796397403637042
2025-06-03--19h-09m-03s,2.0,31.0,0.0,7.0,40.0,,0.6840812317953292,0.49088267828931137
2025-06-03--19h-09m-03s,1.0,33.0,0.0,6.0,40.0,,0.6005941268660511,0.38759668665518066
2025-06-03--19h-09m-03s,4.0,31.0,2.0,3.0,40.0,,0.759761932507315,0.857071947850131
2025-06-03--19h-09m-03s,3.0,24.0,2.0,11.0,40.0,,0.9884320889261531,0.4812753739423435
2025-06-03--19h-09m-03s,2.0,28.0,1.0,9.0,40.0,,0.8298316245918765,0.4405106630046985
2025-06-03--19h-09m-03s,2.0,31.0,1.0,6.0,40.0,,0.7227342478134156,0.5235987755982988
2025-06-03--19h-09m-03s,5.0,29.0,1.0,5.0,40.0,,0.7953988301841436,0.7853981633974483
2025-06-03--19h-09m-03s,3.0,30.0,0.0,7.0,40.0,,0.7227342478134156,0.5796397403637042
2025-06-03--19h-09m-03s,4.0,27.0,2.0,7.0,40.0,,0.8956647938578649,0.6472848480156524
2025-06-03--19h-09m-03s,6.0,26.0,1.0,7.0,40.0,,0.8956647938578649,0.7468985930690365
2025-06-03--19h-09m-03s,3.0,29.0,1.0,7.0,40.0,,0.7953988301841436,0.5796397403637042
2025-06-03--19h-09m-03s,5.0,25.0,1.0,9.0,40.0,,0.9272952180016122,0.6405223126794246
2025-06-03--19h-09m-03s,1.0,31.0,1.0,7.0,40.0,,0.7227342478134156,0.3613671239067078
2025-06-03--19h-09m-03s,9.0,23.0,0.0,8.0,40.0,,0.9581921787462742,0.8148269163709889
