,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.3,0,234,0,21078,0,0,0,0,0,241,0,21593,0,0,0,0,4749,4,2,0,1
1,6.7,0,203,0,21237,0,0,0,0,0,225,0,21716,0,0,0,0,4754,5,3,0,1
2,7.1,0,232,0,20942,0,0,0,0,0,236,0,21548,0,0,0,0,4565,2,4,0,1
3,7.5,0,202,0,21252,0,0,0,0,0,240,0,21952,0,0,0,0,4653,2,2,0,1
4,7.9,0,234,0,21133,0,0,0,0,0,227,0,21890,0,0,0,0,4853,4,1,0,1
5,8.3,0,215,0,21318,0,0,0,0,0,253,0,21475,0,0,0,0,4794,3,2,0,1
6,8.7,0,223,0,21028,0,0,0,0,0,239,0,21661,0,0,0,0,4633,4,2,0,1
7,9.1,0,225,0,20846,0,0,0,0,0,233,0,21578,0,0,0,0,4588,5,3,0,1
8,9.5,0,208,0,21525,0,0,0,0,0,248,0,21740,0,0,0,0,4565,1,0,0,1
9,9.9,0,229,0,19617,0,0,0,0,0,220,0,20287,0,0,0,0,2209,1,2,0,1
10,9.95,0,232,0,20055,0,0,0,0,0,233,0,20313,0,0,0,0,1850,0,2,0,1
11,10.0,0,256,0,19286,0,0,0,0,0,244,0,20052,0,0,0,0,1387,1,2,0,1
12,10.05,0,222,0,19104,0,0,0,0,0,228,0,19660,0,0,0,0,1022,0,0,0,1
13,10.1,0,226,0,19453,0,0,0,0,0,226,0,19772,0,0,0,0,717,0,1,0,1
14,10.15,0,219,0,19185,0,0,0,0,0,249,0,19741,0,0,0,0,458,1,1,0,1
15,10.2,0,194,0,19105,0,0,0,0,0,226,0,19579,0,0,0,0,240,0,0,0,1
16,10.25,0,219,0,19069,0,0,0,0,0,226,0,19571,0,0,0,0,128,0,2,0,1
17,10.3,0,194,0,18813,0,0,0,0,0,197,0,19659,0,0,0,0,97,0,0,0,1
18,10.35,0,209,0,18802,0,0,0,0,0,232,0,19733,0,0,0,0,151,0,1,0,1
19,10.4,0,225,0,19363,0,0,0,0,0,213,0,19491,0,0,0,0,337,0,1,0,1
20,10.45,0,232,0,19037,0,0,0,0,0,214,0,19815,0,0,0,0,587,0,0,0,1
21,10.5,0,217,0,19206,0,0,0,0,0,254,0,19610,0,0,0,0,805,2,1,0,1
22,10.55,0,231,0,19483,0,0,0,0,0,235,0,19767,0,0,0,0,1186,3,1,0,1
23,10.6,0,222,0,19783,0,0,0,0,0,209,0,20108,0,0,0,0,1613,0,0,0,1
24,10.65,0,204,0,19753,0,0,0,0,0,216,0,20238,0,0,0,0,2002,0,1,0,1
25,10.7,0,228,0,19801,0,0,0,0,0,243,0,20335,0,0,0,0,2355,3,4,0,1
26,10.75,0,214,0,19641,0,0,0,0,0,230,0,20583,0,0,0,0,2804,4,1,0,1
27,11.1,0,225,0,20685,0,0,0,0,0,219,0,21531,0,0,0,0,4406,6,1,0,1
28,11.5,0,229,0,20602,0,0,0,0,0,230,0,21417,0,0,0,0,4621,3,3,0,1
29,11.9,0,198,0,20677,0,0,0,0,0,204,0,21402,0,0,0,0,4538,5,5,0,1
30,12.3,0,202,0,20610,0,0,0,0,0,245,0,21395,0,0,0,0,4499,1,1,0,1
31,12.7,0,216,0,20656,0,0,0,0,0,228,0,21349,0,0,0,0,4548,1,1,0,1
32,13.1,0,195,0,20504,0,0,0,0,0,253,0,21126,0,0,0,0,4442,7,3,0,1
33,13.5,0,246,0,20692,0,0,0,0,0,237,0,21313,0,0,0,0,4539,1,6,0,1
34,13.9,0,219,0,20884,0,0,0,0,0,243,0,21422,0,0,0,0,4657,2,0,0,1
35,14.3,0,225,0,20481,0,0,0,0,0,247,0,21017,0,0,0,0,4357,6,1,0,1
