,Measurement Basis,TT,TR,RT,RR
0,H,94015,4329,130444,4540
1,D,58002,48112,64744,56413
2,R,64472,41928,86779,39448
3,V,3582,111255,5482,100286
4,A,39213,69285,65007,55792
5,L,33564,76628,42483,73615
