data_dir,C,DB_H,DB_V,SB,N,repetition,theta_estimate,delta_phi_estimate
2025-05-30--20h-36m-00s,10.5,22.0,1.0,5.5,39.0,,1.0021860265307143,0.9443100153613887
2025-05-30--20h-36m-00s,15.0,16.0,2.0,7.5,40.5,,1.2178340164856243,0.9553166181245093
2025-05-30--20h-36m-00s,12.5,15.0,5.0,7.5,40.0,,1.318116071652818,0.9117382909684876
2025-05-30--20h-36m-00s,10.0,13.0,7.0,10.5,40.5,,1.4221008325273343,0.7732018320086207
2025-05-30--20h-36m-00s,8.5,24.0,3.0,5.5,41.0,,1.033057650317441,0.8933784127399264
2025-05-30--20h-36m-00s,9.5,20.0,7.0,3.5,40.0,,1.2397845987056022,1.0252624822353247
2025-05-30--20h-36m-00s,10.0,21.0,4.0,6.0,41.0,,1.143255602864524,0.9117382909684876
2025-05-30--20h-36m-00s,7.5,24.0,2.0,7.0,40.5,,0.9965408087035525,0.8026429613782877
2025-05-30--20h-36m-00s,8.5,20.0,3.0,8.0,39.5,,1.125882888870717,0.8005519983805417
2025-05-30--20h-36m-00s,7.5,25.0,2.0,6.0,40.5,,0.9668425618923753,0.8410686705679303
2025-05-30--20h-36m-00s,11.0,21.0,2.0,7.0,41.0,,1.0889516203659713,0.8974447095481337
2025-05-30--20h-36m-00s,9.5,18.0,8.0,5.0,40.5,,1.321302406947611,0.9431760379466282
2025-05-30--20h-36m-00s,7.0,23.0,3.0,7.0,40.0,,1.0471975511965976,0.7853981633974483
2025-05-30--20h-36m-00s,7.0,23.0,3.0,8.0,41.0,,1.0612229401030242,0.7520400891923357
2025-05-30--20h-36m-00s,7.5,16.0,8.0,8.0,39.5,,1.3668538714317635,0.7692663325633249
2025-05-30--20h-36m-00s,7.5,20.0,4.0,8.0,39.5,,1.1537482727751458,0.7692663325633249
2025-05-30--20h-36m-00s,11.0,20.0,1.0,9.0,41.0,,1.0889516203659713,0.8354818739782283
2025-05-30--20h-36m-00s,10.0,21.0,4.0,6.0,41.0,,1.143255602864524,0.9117382909684876
2025-05-30--20h-36m-00s,5.5,24.0,4.0,7.5,41.0,,1.0612229401030242,0.7081683641553562
2025-05-30--20h-36m-00s,6.0,26.0,1.0,6.5,39.5,,0.8854884690858651,0.7653928262204539
2025-05-30--20h-36m-00s,6.5,21.0,5.0,8.0,40.5,,1.1646612823605078,0.7335813236400831
2025-05-30--20h-36m-00s,11.0,19.0,3.0,7.0,40.0,,1.1592794807274087,0.8974447095481337
2025-05-30--20h-36m-00s,11.0,19.0,1.0,9.0,40.0,,1.1040309877476002,0.8354818739782283
2025-05-30--20h-36m-00s,6.0,24.0,2.0,8.5,40.5,,0.9965408087035525,0.698758345188678
2025-05-30--20h-36m-00s,9.5,15.0,5.0,10.0,39.5,,1.3148463452348609,0.7725762453273894
2025-05-30--20h-36m-00s,9.5,17.0,4.0,10.5,41.0,,1.248154505072814,0.7603877349945634
2025-05-30--20h-36m-00s,10.5,20.0,5.0,5.5,41.0,,1.1962464396688188,0.9443100153613887
2025-05-30--20h-36m-00s,11.5,22.0,1.0,5.0,39.5,,1.0102540464139957,0.9878549881414882
2025-05-30--20h-36m-00s,7.5,19.0,6.0,7.5,40.0,,1.2397845987056022,0.7853981633974483
2025-05-30--20h-36m-00s,12.0,16.0,2.0,9.0,39.0,,1.2036275504065168,0.857071947850131
2025-05-30--20h-36m-00s,8.0,20.0,1.0,10.0,39.0,,1.0619392054841388,0.7297276562269663
2025-05-30--20h-36m-00s,6.5,23.0,1.0,9.5,40.0,,0.9884320889261531,0.6910899703097463
2025-05-30--20h-36m-00s,9.5,22.0,4.0,5.0,40.5,,1.1102423351135742,0.9431760379466282
2025-05-30--20h-36m-00s,8.5,21.0,5.0,5.0,39.5,,1.1537482727751458,0.9165257428353767
2025-05-30--20h-36m-00s,11.5,15.0,3.0,10.0,39.5,,1.2621203387926239,0.8203102458891294
2025-05-30--20h-36m-00s,8.5,22.0,1.0,9.0,40.5,,1.0256788804325205,0.771110504762802
2025-05-30--20h-36m-00s,9.5,18.0,5.0,7.0,39.5,,1.2354312565606598,0.86144863424084
2025-05-30--20h-36m-00s,6.0,22.0,1.0,10.0,39.0,,1.0021860265307143,0.659058035826409
2025-05-30--20h-36m-00s,7.5,19.0,4.0,9.0,39.5,,1.1812737103502404,0.7398807743787408
2025-05-30--20h-36m-00s,8.5,20.0,4.0,7.5,40.0,,1.1592794807274087,0.816668544295694
2025-05-30--20h-36m-00s,6.5,19.0,9.0,5.5,40.0,,1.318116071652818,0.8271132067027558
2025-05-30--20h-36m-00s,6.5,27.0,1.0,6.5,41.0,,0.8838923477980681,0.7853981633974483
2025-05-30--20h-36m-00s,5.5,27.0,2.0,4.5,39.0,,0.874962499437552,0.8354818739782283
2025-05-30--20h-36m-00s,9.5,24.0,3.0,4.5,41.0,,1.033057650317441,0.9680017740426317
2025-05-30--20h-36m-00s,8.5,23.0,1.0,7.5,40.0,,0.9884320889261531,0.816668544295694
2025-05-30--20h-36m-00s,7.0,20.0,5.0,9.0,41.0,,1.1962464396688188,0.7227342478134157
2025-05-30--20h-36m-00s,8.5,24.0,2.0,4.5,39.0,,0.9714503499090827,0.9417815243682208
2025-05-30--20h-36m-00s,12.5,15.0,4.0,7.5,39.0,,1.2848647975736185,0.9117382909684876
2025-05-30--20h-36m-00s,11.5,19.0,2.0,8.5,41.0,,1.143255602864524,0.8606822997857914
2025-05-30--20h-36m-00s,10.5,18.0,5.0,7.0,40.5,,1.2440241857643561,0.8860771237926136
2025-05-30--20h-36m-00s,6.0,23.0,3.0,8.0,40.0,,1.0471975511965976,0.7137243789447656
2025-05-30--20h-36m-00s,10.0,14.0,3.0,12.0,39.0,,1.2848647975736185,0.7398807743787408
2025-05-30--20h-36m-00s,10.0,17.0,5.0,9.0,41.0,,1.2737648953668783,0.8117261175282332
2025-05-30--20h-36m-00s,6.0,23.0,4.0,7.0,40.0,,1.0758322950780022,0.7468985930690365
2025-05-30--20h-36m-00s,13.0,18.0,2.0,7.5,40.5,,1.1646612823605078,0.9212083129160337
2025-05-30--20h-36m-00s,7.0,16.0,3.0,13.0,39.0,,1.2309594173407747,0.6330518363897495
2025-05-30--20h-36m-00s,8.5,18.0,5.0,8.5,40.0,,1.2397845987056022,0.7853981633974483
2025-05-30--20h-36m-00s,8.0,20.0,6.0,5.5,39.5,,1.2084914957384036,0.8785283151857265
2025-05-30--20h-36m-00s,9.0,18.0,4.0,10.0,41.0,,1.2223228708652418,0.7590702092666634
2025-05-30--20h-36m-00s,8.5,18.0,6.0,7.0,39.5,,1.2621203387926239,0.8338611064174527
2025-05-30--20h-36m-00s,6.0,26.0,2.0,6.5,40.5,,0.9365226786724007,0.7653928262204539
2025-05-30--20h-36m-00s,9.5,20.0,2.0,7.5,39.0,,1.091067689119144,0.8443582394100729
2025-05-30--20h-36m-00s,9.0,18.0,2.0,10.5,39.5,,1.1537482727751458,0.7468985930690365
2025-05-30--20h-36m-00s,10.0,18.0,1.0,10.0,39.0,,1.1197611354889987,0.7853981633974483
2025-05-30--20h-36m-00s,10.0,19.0,1.0,11.0,41.0,,1.1162837924117277,0.7615796320852468
2025-05-30--20h-36m-00s,9.0,23.0,2.0,5.0,39.0,,1.0021860265307143,0.9302740141154721
2025-05-30--20h-36m-00s,9.5,20.0,3.0,8.0,40.5,,1.1376230634549467,0.8283079586503962
2025-05-30--20h-36m-00s,11.5,18.0,3.0,8.0,40.5,,1.1913886116671715,0.8756307335954561
2025-05-30--20h-36m-00s,7.5,18.0,8.0,6.5,40.0,,1.318116071652818,0.8211428883402085
2025-05-30--20h-36m-00s,9.0,22.0,3.0,7.0,41.0,,1.0889516203659713,0.848062078981481
2025-05-30--20h-36m-00s,11.0,15.0,3.0,10.5,39.5,,1.2621203387926239,0.7970271187551036
2025-05-30--20h-36m-00s,6.0,20.0,6.0,8.5,40.5,,1.2178340164856243,0.698758345188678
2025-05-30--20h-36m-00s,5.0,23.0,2.0,11.0,41.0,,1.033057650317441,0.5931997761496287
2025-05-30--20h-36m-00s,9.0,21.0,7.0,4.0,41.0,,1.2223228708652418,0.982793723247329
2025-05-30--20h-36m-00s,6.5,23.0,4.0,5.5,39.0,,1.0619392054841388,0.8271132067027558
2025-05-30--20h-36m-00s,10.5,16.0,5.0,8.0,39.5,,1.2885841317864402,0.8531730870874117
2025-05-30--20h-36m-00s,9.0,15.0,4.0,11.5,39.5,,1.2885841317864402,0.7242703938775575
2025-05-30--20h-36m-00s,4.5,27.0,3.0,6.5,41.0,,0.9454650998717371,0.693980594900994
2025-05-30--20h-36m-00s,5.0,24.0,3.0,7.5,39.5,,1.0102540464139957,0.684719203002283
2025-05-30--20h-36m-00s,8.5,20.0,5.0,7.5,41.0,,1.1962464396688188,0.816668544295694
2025-05-30--20h-36m-00s,8.5,17.0,7.0,6.5,39.0,,1.3114898705221194,0.8522639581024192
2025-05-30--20h-36m-00s,6.0,18.0,6.0,9.0,39.0,,1.2580296048533517,0.684719203002283
2025-05-30--20h-36m-00s,7.0,26.0,3.0,5.0,41.0,,0.9752324854302121,0.8691222030072929
