data_dir,C,DB_H,DB_V,SB,N
2025-05-28--22h-14m-50s,4.5,51.0,37.0,67.5,160.0
2025-05-28--22h-14m-50s,1.0,54.0,37.0,68.0,160.0
2025-05-28--22h-14m-50s,3.5,46.0,35.0,75.5,160.0
2025-05-28--22h-14m-50s,2.0,48.0,35.0,75.0,160.0
2025-05-28--22h-14m-50s,2.0,58.0,29.0,71.0,160.0
2025-05-28--22h-14m-50s,2.0,57.0,29.0,72.0,160.0
2025-05-28--22h-14m-50s,3.0,53.0,30.0,74.0,160.0
2025-05-28--22h-14m-50s,3.0,39.0,32.0,86.0,160.0
2025-05-28--22h-14m-50s,2.5,48.0,41.0,68.5,160.0
2025-05-28--22h-14m-50s,5.5,60.0,22.0,72.5,160.0
2025-05-28--22h-14m-50s,1.5,55.0,41.0,62.5,160.0
2025-05-28--22h-14m-50s,3.0,57.0,36.0,64.0,160.0
2025-05-28--22h-14m-50s,3.0,57.0,31.0,69.0,160.0
2025-05-28--22h-14m-50s,1.5,56.0,37.0,65.5,160.0
2025-05-28--22h-14m-50s,6.0,59.0,33.0,62.0,160.0
2025-05-28--22h-14m-50s,5.5,53.0,35.0,66.5,160.0
2025-05-28--22h-14m-50s,1.0,52.0,33.0,74.0,160.0
2025-05-28--22h-14m-50s,3.0,51.0,32.0,74.0,160.0
2025-05-28--22h-14m-50s,1.0,52.0,38.0,69.0,160.0
2025-05-28--22h-14m-50s,5.0,40.0,41.0,74.0,160.0
2025-05-28--22h-14m-50s,4.0,50.0,36.0,70.0,160.0
2025-05-28--22h-14m-50s,2.0,38.0,43.0,77.0,160.0
2025-05-28--22h-14m-50s,2.5,53.0,31.0,73.5,160.0
2025-05-28--22h-14m-50s,3.0,50.0,38.0,69.0,160.0
2025-05-28--22h-14m-50s,3.0,48.0,39.0,70.0,160.0
2025-05-28--22h-14m-50s,2.5,39.0,43.0,75.5,160.0
2025-05-28--22h-14m-50s,1.0,59.0,31.0,69.0,160.0
2025-05-28--22h-14m-50s,1.5,53.0,44.0,61.5,160.0
2025-05-28--22h-14m-50s,2.5,44.0,38.0,75.5,160.0
2025-05-28--22h-14m-50s,3.5,56.0,29.0,71.5,160.0
2025-05-28--22h-14m-50s,3.0,49.0,42.0,66.0,160.0
2025-05-28--22h-14m-50s,1.0,57.0,32.0,70.0,160.0
2025-05-28--22h-14m-50s,3.5,61.0,27.0,68.5,160.0
2025-05-28--22h-14m-50s,3.5,49.0,38.0,69.5,160.0
2025-05-28--22h-14m-50s,2.5,49.0,38.0,70.5,160.0
